,src,dst,index
197,correct,freesoutherncameroon,1
198,eueeas,correct,1
199,eutoau,genocideinsoutherncameroon,1
200,usau,eutoau,1
201,deem,tweet,1
202,deem,way,1
203,mind,deem,2
204,attack,civilian,1
205,crisisgroup,attack,1
206,crisisgroup,realdonaldtrump,1
207,realdonaldtrump,civilian,1
208,bbcbreake,southerncameroon,1
209,bbcbreake,t,1
210,cnnbrk,bbcbreake,1
211,help,southerncameroon,1
212,nlitvin,bbcbreake,1
213,nlitvin,help,1
214,nlitvin,thank,1
215,thank,plight,1
216,dans,trouve,2
217,stop,ambazonia,1
218,stopambazonia,stop,1
219,trouve,ambazonia,2
220,cut,palace,1
221,kamto,cut,1
222,kamto,pack,1
223,maurice,pack,1
224,pack,palace,2
225,antonioguterre,soul,1
226,commonwealthsec,antonioguterre,1
227,commonwealthsec,rectify,3
228,rectify,wrongdoing,3
229,encourage,act,1
230,hrw,encourage,1
231,aipchro,get,1
232,aipchro,message,1
233,biya,get,1
234,georgesoro,dictator,1
235,get,ambazonia,1
236,get,dictator,1
237,lauratufon,georgesoro,1
238,message,deed,1
239,eliesmith,stopthegenocideinsoutherncameroon,1
240,freesisikuayuktabe,eliesmith,1
241,refugees,ungprtop,1
242,ungprtop,africanunion,1
243,kill,target,1
244,pleaese,kill,1
245,biya,hold,1
246,continue,school,1
247,govt,continue,1
248,hold,house,1
249,kill,foxnew,1
250,nougi,kill,1
251,nougi,rev,1
252,rev,soldier,1
253,commit,watch,1
254,genocide,commit,1
255,agree,t,1
256,kagwiriambogori,agree,1
257,billyb2009,blessethsc,1
258,blessethsc,genocideinsoutherncameroon,1
259,africansrise,region,1
260,biya,africansrise,1
261,continue,cameroon,1
262,gather,property,1
263,paulbiya,continue,1
264,paulbiya,gather,1
265,france,stand,3
266,stand,day,1
267,stand,monument,2
268,flotus,ivankatrump,1
269,ivankatrump,t,1
270,borisjohnson,tell,1
271,tell,freesoutherncameroon,1
272,cameroun,doubt,1
273,dora31943588,eliesmith,1
274,dora31943588,free,1
275,doubt,attack,1
276,eliesmith,attack,1
277,free,attack,1
278,freeallarreste,unhumanright,1
279,prpaulbiya,freeallarreste,1
280,moneythe,overcome,1
281,overcome,care,1
282,approve,t,1
283,help,regime,1
284,m,missionary,1
285,m,t,1
286,prpaulbiya,approve,1
287,prpaulbiya,help,1
288,prpaulbiya,m,2
289,prpaulbiya,speak,1
290,speak,t,1
291,continue,genocideinsoutherncameroonambazonia,1
292,get,range,1
293,happen,range,1
294,pull,range,1
295,titus,continue,1
296,titus,get,1
297,titus,happen,1
298,titus,pull,1
299,stand,freesoutherncameroon,1
300,un,stand,1
301,actucameroun,let,2
302,actucameroun,wish,1
303,let,itinerary,2
304,wish,itinerary,1
305,euatun,spend,1
306,spend,freesoutherncameroon,1
307,cnn,worldnew,1
308,worldnew,t,1
309,cohenonafrica,eufoka,1
310,eufoka,military,1
311,eufoka,place,1
312,nlitvin,eufoka,1
313,feed,southerncameroon,1
314,help,southerncameroon,1
315,juliegichuru,feed,1
316,juliegichuru,help,1
317,juliegichuru,try,2
318,try,awareness,2
319,realdonaldtrump,t,1
320,theresamay,realdonaldtrump,1
321,aucdpa,t,1
322,nikkihaley,aucdpa,1
323,freeallarreste,debt,1
324,freesoutherncameroon,freeallarreste,1
325,freesoutherncameroon,let,1
326,freesoutherncameroon,piss,1
327,let,debt,1
328,piss,debt,1
329,buhari,call,1
330,buhari,deny,1
331,buhari,threaten,1
332,call,cameroon,1
333,deny,cameroon,1
334,threaten,cameroon,1
335,freeallarreste,deploypeacekeeper,1
336,sverigesriksdag,freeallarreste,1
337,ambazonia,condemn,2
338,condemn,camerounarmy,1
339,condemn,land,1
340,exist,africanunion,1
341,exist,citizen,1
342,france,exist,2
343,france,know,1
344,france,put,1
345,know,citizen,1
346,put,citizen,1
347,cameroun,kill,1
348,cameroun,sponsor,1
349,kill,southerncameroon,1
350,sponsor,southerncameroon,1
351,discover,thousand,1
352,flee,thousand,1
353,nigeria,discover,1
354,nigeria,flee,1
355,see,incl,2
356,see,mouth,1
357,uk,see,3
358,uk,write,1
359,write,incl,1
360,freeallarreste,t,4
361,recognizeambazonia,freeallarreste,4
362,kill,thousand,1
363,paulbiya,kill,1
364,antonioguterre,genocideinsoutherncameroon,1
365,antonioguterre,unhumanright,1
366,prpaulbiya,antonioguterre,1
367,un,antonioguterre,1
368,follow,t,1
369,freeallarreste,t,1
370,freesisikuayuktabe,follow,1
371,freesisikuayuktabe,freeallarreste,1
372,commonwealthsec,help,2
373,help,pretext,2
374,commit,gruenebundestag,1
375,germany,commit,1
376,cnn,forget,1
377,forget,southencameroon,1
378,realdonaldtrump,home,1
379,southencameroonian,southencameroon,1
380,un,realdonaldtrump,1
381,un,southencameroonian,1
382,ambazonia,begin,1
383,begin,separatist,1
384,build,cameroon,1
385,build,pain,1
386,build,ruler,1
387,build,twoampdivisible,1
388,prpaulbiya,build,4
389,antonioguterre,hypocrisy,1
390,un,antonioguterre,1
391,genocite,watch,1
392,resign,relsolution,2
393,un,resign,2
394,watch,freesoutherncameroon,1
395,biyapaul,promise,1
396,promise,genocideinsoutherncameroon,3
397,un,promise,2
398,africa,determine,1
399,ambazonia,tell,1
400,determine,amp,1
401,ndifornfor,tell,1
402,tell,amp,2
403,commonwealth,take,3
404,take,cameroon,3
405,provide,government,1
406,refugees,provide,1
407,refugees,stand,2
408,stand,aid,1
409,stand,genocideinsoutherncameroon,1
410,bbcafrica,use,1
411,use,akshayasay,1
412,biya,give,1
413,give,t,1
414,emmanuelmacron,know,1
415,emmanuelmacron,stop,1
416,know,southerncameroon,1
417,stop,southerncameroon,1
418,fake,t,1
419,govt,fake,1
420,govt,start,1
421,start,servant,1
422,ambazonia,know,1
423,know,t,1
424,deserve,charterart,1
425,deserve,restorationofstatehood,2
426,southerncameroons,deserve,1
427,un,deserve,2
428,un,violate,1
429,violate,charterart,1
430,admit,southerncameroons,1
431,telcarcocoa,admit,1
432,join,dictator,1
433,un,join,1
434,fraucameroun,stop,1
435,stop,genocideinsoutherncameroon,1
436,condemn,child,1
437,eucommission,condemn,1
438,eucommission,realdonaldtrump,1
439,realdonaldtrump,attack,1
440,save,southerncameroon,1
441,uche,save,1
442,uche,web4ox,1
443,web4ox,southerncameroon,1
444,cameroun,leave,1
445,come,colonisation,1
446,freeallarreste,freesoutherncameroon,1
447,leave,freesoutherncameroon,1
448,un,come,1
449,un,freeallarreste,1
450,benjaminenfield,help,1
451,lizzy09123,benjaminenfield,1
452,ambaland,declare,1
453,ambazonia,blockchain,1
454,blockchain,t,1
455,declare,t,1
456,go,t,1
457,overcome,t,1
458,secpompeo,go,1
459,secpompeo,overcome,1
460,marcellucht,prove,2
461,marcellucht,thank,1
462,prove,emmanuelmacron,1
463,prove,issue,1
464,thank,sir,1
465,au,continue,1
466,continue,ambazonia,2
467,voaafrica,continue,1
468,antonioguterre,ajstream,1
469,ukhouseoflords,antonioguterre,1
470,aljazeera,antonioguterre,2
471,aljazeera,free,1
472,antonioguterre,t,2
473,free,t,1
474,atayeshe,help,1
475,atayeshe,jimyongkim,1
476,atayeshe,live,2
477,help,refugeeschief,1
478,jimyongkim,refugeeschief,1
479,live,refugeeschief,2
480,actshow,genocideinsoutherncameroon,1
481,loveis,actshow,1
482,paulbiya,protect,1
483,paulbiya,want,1
484,protect,civilian,1
485,want,ambazonia,1
486,add,help,1
487,america,add,1
488,america,care,1
489,america,go,1
490,care,help,1
491,go,cameroon,1
492,destroy,internet,1
493,know,internet,1
494,paulbiya,destroy,1
495,paulbiya,know,1
496,fifcitweet,grandesambition,1
497,footballsenegal,fifcitweet,1
498,antonioguterre,freesoutherncameroon,1
499,pscotlandcsg,antonioguterre,1
500,euatun,eutoau,1
501,eutoau,aucmoussafaki,1
502,congratulate,genocideinsoutherncameroon,1
503,paulbiya,congratulate,1
504,paulbiya,stop,1
505,stop,genocideinsoutherncameroon,1
506,cnnafrica,continue,1
507,continue,unhumanright,1
508,jesuspaulbiya,release,2
509,jesuspaulbiya,ressurecte,1
510,release,ambazonia,1
511,release,biem,1
512,ressurecte,death,1
513,ces,gen,1
514,gen,crise,1
515,stop,ambazonia,1
516,stopambazonia,stop,1
517,america,invede,1
518,america,realdonaldtrump,1
519,invede,santion,2
520,propagada,invede,1
521,realdonaldtrump,santion,1
522,antonioguterre,t,1
523,defend,antonioguterre,1
524,begin,periphery,1
525,cofdp9diff1,begin,1
526,cofdp9diff1,freeallarreste,1
527,cofdp9diff1,warn,1
528,freeallarreste,freesoutherncameroon,1
529,warn,periphery,1
530,nlatun,repkarenbass,1
531,nlatun,shut,1
532,repkarenbass,civilian,1
533,shut,military,1
534,condemn,antonioguterre,1
535,condemn,southerncameroon,1
536,give,antonioguterre,1
537,unhumanrights,condemn,2
538,unhumanrights,give,1
539,bring,body,2
540,europeanparl,bring,2
541,ambazonia,arrest,2
542,ambazonia,freeallarreste,1
543,arrest,land,1
544,arrest,t,1
545,freeallarreste,t,1
546,freeallarreste,referendumforsoutherncameroon,1
547,joshuaosih,freeallarreste,1
548,joshuaosih,thank,1
549,joshuaosih,wish,1
550,thank,sir,1
551,wish,difference,1
552,france,join,1
553,join,unhumanright,1
554,nigeria,take,1
555,take,custody,1
556,ajstream,invite,1
557,invite,conference,1
558,invite,unity,1
559,samuelsako,invite,1
560,bbcafrica,kill,1
561,kill,gardam,1
562,aipchro,start,2
563,ambazonia,start,2
564,start,amp,4
565,france,help,1
566,france,spot,1
567,help,southerncameroon,1
568,spot,southerncameroon,1
569,ambazonia,antonioguterre,1
570,ambazonia,happen,1
571,antonioguterre,ukunnewyork,1
572,happen,lead,1
573,block,troop,1
574,indicate,troop,2
575,info,block,1
576,info,indicate,2
577,oprah,see,1
578,oprah,womensmediacntr,1
579,see,force,1
580,womensmediacntr,ukmoment,1
581,cnnafrica,kill,1
582,kill,freesoutherncameroon,1
583,back,t,1
584,dwnews,voanews,1
585,france,back,1
586,voanews,t,1
587,choose,travel,1
588,decide,travel,2
589,give,travel,1
590,heavens,choose,1
591,paulbiya,decide,2
592,paulbiya,give,1
593,continue,conflict,1
594,need,assistance,2
595,un,continue,1
596,un,need,2
597,clotildess2,statedept,2
598,statedept,force,1
599,statedept,unhumanright,1
600,celebre,ambazonia,1
601,stop,ambazonia,1
602,stopambazonia,celebre,1
603,stopambazonia,stop,1
604,bbcafrica,freeallarreste,1
605,co,concern,1
606,co,keep,2
607,concern,t,1
608,freeallarreste,senbillnelson,1
609,keep,t,2
610,africaupdates,coxydlgpm2rb,2
611,coxydlgpm2rb,spirit,2
612,stop,ambazonia,1
613,stop,cameroon,1
614,stopambazonia,stop,2
615,army,call,2
616,army,watch,1
617,call,genocideinsoutherncameroon,1
618,call,honor,1
619,watch,honor,1
620,britain,want,3
621,want,amp,1
622,want,cameroon,2
623,amnesty,kill,3
624,amnesty,stopthekille,1
625,kill,ambazonia,1
626,kill,cameroon,2
627,stopthekille,cameroon,1
628,cameroun,freeallarreste,1
629,cameroun,make,2
630,freeallarreste,handle,1
631,make,handle,2
632,ambapikin,freeallarreste,1
633,freeallarreste,southerncameroon,2
634,freesisikuayuktabe,freeallarreste,1
635,antonioguterre,genocideinsoutherncameroon,1
636,bbcafrica,antonioguterre,1
637,commit,genocideinsoutherncameroon,1
638,guardian,commit,1
639,guardian,s,1
640,s,genocideinsoutherncameroon,1
641,interdit,stop,2
642,stop,ambazonia,3
643,stopambazonia,stop,1
644,paulbiya,use,2
645,use,crime,1
646,use,weapon,1
647,ambazonia,free,1
648,ambazonia,tell,1
649,free,southerncameroon,1
650,tell,southerncameroon,1
651,perpetrate,freesoutherncameroon,1
652,prpaulbiya,perpetrate,1
653,canadafp,yeuxsurlemonde,2
654,yeuxsurlemonde,government,1
655,yeuxsurlemonde,light,1
656,congrats,forget,1
657,congrats,suffer,1
658,forget,force,1
659,suffer,force,1
660,draw,governor,1
661,wh,draw,1
662,karenpierceun,russiaun,1
663,russiaun,antonioguterre,1
664,celui,stop,1
665,chassement,stop,1
666,stop,ambazonia,2
667,stop,nest,1
668,stopambazonia,stop,1
669,missionary,nw,1
670,nw,wrld,3
671,southerncameroons,nw,2
672,aucdpa,aucmoussafaki,1
673,jjrawlings,aucdpa,1
674,biya,grande,1
675,grande,realisation,2
676,stop,ambazonia,1
677,stopambazonia,stop,1
678,tres,grande,1
679,prpaulbiya,speak,1
680,prpaulbiya,talk,1
681,speak,t,1
682,talk,t,1
683,euatun,stop,1
684,stop,freesisikuayuktabe,1
685,alors,que,1
686,demander,que,1
687,que,son,2
688,stop,ambazonia,1
689,stopambazonia,stop,1
690,scbcnews,stop,1
691,stop,ambazonia,2
692,stopambazonia,stop,1
693,aganda,allow,2
694,allow,preparation,3
695,sham,allow,1
696,arrest,death,2
697,call,death,1
698,ekona,arrest,1
699,go,death,1
700,la,arrest,1
701,la,call,1
702,la,go,1
703,emmanuelmacron,mean,1
704,mean,ambazonia,1
705,demand,country,2
706,la,demand,2
707,njayuk,tapangivo,1
708,tapangivo,georgesoro,1
709,hrw,realdonaldtrump,2
710,realdonaldtrump,angelamerkeicdu,1
711,realdonaldtrump,village,1
712,cameroon,rfi,1
713,cameroon,think,2
714,rfi,soldier,1
715,think,ambazonia,1
716,think,soldier,1
717,est,le,1
718,est,stop,1
719,le,ambazonia,1
720,stop,ambazonia,2
721,stopambazonia,stop,1
722,appels,donc,1
723,donc,moment,1
724,nest,stop,1
725,stop,ambazonia,1
726,stop,moment,1
727,stopambazonia,stop,1
728,cld,give,1
729,give,t,1
730,realdonaldtrump,genocide,1
731,un,realdonaldtrump,1
732,armes,stop,1
733,ce,stop,1
734,stop,ambazonia,1
735,stop,tout,2
736,stopambazonia,stop,1
737,confuse,individual,1
738,confuse,revolution,1
739,know,revolution,1
740,nationaltelegr2,confuse,2
741,nationaltelegr2,know,1
742,nationaltelegr2,s,2
743,s,individual,1
744,s,revolution,1
745,ambazonia,freeallarreste,1
746,freeallarreste,freesoutherncameroon,1
747,intensify,leader,2
748,mbuhari,intensify,2
749,mbuhari,thank,1
750,thank,hearing,1
751,biya,continue,2
752,continue,antonioguterre,2
753,secretary,vote,1
754,vote,void,1
755,ambazonians,want,1
756,aucdpa,freesoutherncameroon,1
757,bribe,want,1
758,freeallarreste,freesoutherncameroon,1
759,un,aucdpa,1
760,un,freeallarreste,1
761,want,freesoutherncameroon,2
762,attacheessi,au,2
763,au,buveur,2
764,continue,reporting,1
765,continue,root,1
766,statehood,continue,2
767,statehood,think,1
768,think,root,1
769,flotus,help,2
770,flotus,perpetrate,1
771,help,unwoman,2
772,perpetrate,village,1
773,go,citizen,1
774,mute,unhumanright,1
775,paulkagame,unhumanright,1
776,un,go,1
777,un,mute,1
778,un,paulkagame,1
779,arraign,cohort,1
780,arraign,icj,1
781,swemfa,arraign,2
782,get,summit,2
783,mandela,get,2
784,juhasipila,re,1
785,niinisto,re,1
786,re,art,2
787,attoh,declare,1
788,attoh,kill,1
789,declare,freesoutherncameroon,1
790,kill,freesoutherncameroon,1
791,issue,cameroon,1
792,ngoh,issue,1
793,expect,hand,1
794,paulbiya,expect,1
795,blinddeafdumb,aucmoussafaki,1
796,euatun,blinddeafdumb,1
797,avoir,effectivement,1
798,ce,avoir,1
799,ce,que,1
800,que,tout,1
801,stop,ambazonia,1
802,stopambazonia,stop,1
803,prpaulbiya,realdonaldtrump,1
804,realdonaldtrump,statue,1
805,antonioguterre,t,1
806,un,antonioguterre,1
807,ambazonia,continue,1
808,ambazonia,freeallarreste,1
809,continue,voice,1
810,freeallarreste,voice,1
811,affirm,t,1
812,ambazonia,affirm,1
813,ikome,kudo,1
814,ikome,show,1
815,kudo,barrister,1
816,show,t,1
817,antonioguterre,corruption,1
818,cameroun,realdonaldtrump,1
819,realdonaldtrump,nytime,1
820,windbag,antonioguterre,1
821,assure,course,1
822,karma,assure,1
823,know,atrocity,1
824,know,course,1
825,rest,know,2
826,crisisgroup,stop,1
827,stop,dictator,1
828,au,free,1
829,au,learn,1
830,free,freesisikuayuktabe,1
831,learn,interest,1
832,africariae,continue,1
833,africariae,see,1
834,ayittey,fate,1
835,ayittey,see,1
836,continue,cameroon,1
837,fate,cameroon,1
838,see,cameroon,2
839,billclinton,confess,1
840,billclinton,mute,1
841,confess,campaign,1
842,mute,genocideinsoutherncameroon,1
843,flee,destination,1
844,statedept,destination,1
845,statedept,military,1
846,unhumanrights,flee,1
847,unhumanrights,statedept,2
848,negotiate,t,1
849,rfi,negotiate,1
850,free,ambazonia,1
851,marktjones500,free,1
852,allow,tear,1
853,canadafp,allow,1
854,canadafp,go,1
855,go,tear,1
856,choayaba,stop,1
857,stop,ambazonia,1
858,stop,destabiliser,1
859,stopambazonia,stop,1
860,germany,see,1
861,germany,suspend,1
862,see,dialogue,1
863,suspend,majority,1
864,bringbackmysisikuayuktabe,freeallarreste,1
865,freeallarreste,stopgenocideinsoutherncameroon,1
866,choose,people,1
867,let,people,1
868,rip,choose,1
869,rip,let,1
870,bbcbreake,unfolding,2
871,burn,soldier,1
872,kill,unfolding,2
873,tamimisledus,bbcbreake,2
874,tamimisledus,burn,1
875,tamimisledus,kill,2
876,paulbiya,want,1
877,want,t,1
878,cameroon,continue,1
879,cameroon,gather,1
880,continue,cameroon,1
881,gather,genocide,1
882,recogniseambazonia,stop,2
883,stop,t,1
884,stop,theguardsman,1
885,lrc,think,4
886,think,ambazonia,4
887,bringdictatorbiyatobook,neveragain,1
888,neveragain,georgesoro,1
889,give,southerncameroon,2
890,paulbiya,give,2
891,emmanuelmacron,wicke,1
892,wicke,t,1
893,extradite,place,1
894,nigeria,stop,1
895,prpaulbiya,extradite,1
896,stop,place,1
897,ambazonia,deploy,1
898,deploy,gang,1
899,britain,know,1
900,britain,stop,1
901,commonwealth,stop,1
902,know,genocide,1
903,stop,cameroon,1
904,stop,genocide,1
905,nganang,resist,3
906,resist,soldier,2
907,resist,treatment,1
908,burn,military,1
909,cnni,burn,1
910,cnni,raze,1
911,cnni,realdonaldtrump,1
912,raze,military,1
913,realdonaldtrump,t,1
914,angelinajolieop,serenawilliam,1
915,serenawilliam,t,1
916,keep,chemicalweapon,1
917,keep,slumber,1
918,kill,chemicalweapon,1
919,presidenpaulbiya,keep,2
920,presidenpaulbiya,kill,1
921,call,child,1
922,okikeamaka1,call,1
923,dianabrande,eucommission,1
924,kill,stopgenocide,1
925,steal,election,1
926,wen,dianabrande,1
927,wen,kill,1
928,wen,steal,1
929,eutoau,genocideinsoutherncameroon,1
930,usau,eutoau,1
931,cameroonmag,population,1
932,nord,cameroonmag,1
933,preuve,secessionniste,1
934,secessionniste,region,1
935,stop,ambazonia,1
936,stopambazonia,stop,1
937,ambazonia,say,1
938,france,mention,1
939,france,reject,1
940,mention,name,1
941,reject,southerncameroon,1
942,say,name,1
943,charles,talk,1
944,talk,africanunion,1
945,cameroon,persist,2
946,persist,t,2
947,ambazonia,overcome,1
948,ambazonia,take,2
949,overcome,destruction,1
950,take,destruction,2
951,freeallarreste,t,1
952,freesisikuayuktabe,freeallarreste,1
953,bbcafrica,statedept,1
954,statedept,t,1
955,aucdpa,refugee,1
956,unwomen,aucdpa,1
957,avoid,opinion,1
958,avoid,t,1
959,mugabodiko,avoid,1
960,ygwet,avoid,1
961,ban,question,1
962,fight,ambazonia,1
963,hire,matter,1
964,omnicom,ban,1
965,omnicom,fight,1
966,omnicom,hire,1
967,cameroun,freeallarreste,1
968,cameroun,malade,1
969,freeallarreste,god,1
970,malade,god,1
971,army,declare,1
972,army,representative,3
973,army,use,1
974,declare,ambazonia,1
975,representative,hundred,1
976,representative,state,2
977,use,hundred,1
978,eff,forget,1
979,eff,pay,1
980,forget,stopthegenocideinsoutherncameroon,1
981,pay,stopthegenocideinsoutherncameroon,1
982,ambazonia,asorock,1
983,asorock,country,1
984,law,send,2
985,send,country,2
986,france,keep,1
987,france,stop,2
988,france,talk,1
989,keep,car,1
990,stop,car,2
991,talk,car,1
992,ambazonia,free,1
993,ambazonia,keep,2
994,cnn,france24,1
995,france24,fight,1
996,free,fight,1
997,keep,fight,2
998,act,freeallarreste,2
999,freeallarreste,act,2
1000,ambazoniaa,abuse,1
1001,un,ambazoniaa,1
1002,call,note,1
1003,call,woman,1
1004,oppose,note,1
1005,spbglobal411,call,2
1006,spbglobal411,oppose,1
1007,compromise,fall,1
1008,compromise,picture,1
1009,swedenun,compromise,2
1010,swedenun,trust,1
1011,trust,picture,1
1012,africans,come,1
1013,africans,give,2
1014,come,child,1
1015,give,ambazonia,1
1016,give,world,1
1017,happen,cameroon,2
1018,happen,humanity,1
1019,nord,happen,3
1020,die,massacre,1
1021,gain,support,1
1022,go,kid,1
1023,go,massacre,1
1024,judithnwana,die,1
1025,judithnwana,gain,1
1026,judithnwana,go,2
1027,judithnwana,stage,1
1028,stage,government,1
1029,need,place,3
1030,un,need,2
1031,unga,need,1
1032,god,keep,1
1033,keep,freeambazonia,1
1034,mimimefo237,play,1
1035,play,government,1
1036,biya,reject,3
1037,reject,policy,3
1038,declare,amp,2
1039,prpaulbiya,declare,2
1040,govuk,houseofcommon,1
1041,theresamay,govuk,1
1042,continue,olofbskoog,1
1043,johnfisherhrw,continue,1
1044,reject,disarmament,2
1045,ukparliament,reject,2
1046,continue,ussenatewatch,1
1047,usembassyjlm,continue,1
1048,amnestywaro,extrajudicialkilling,1
1049,army,paulbiya,1
1050,extrajudicialkilling,t,1
1051,paulbiya,abuse,1
1052,bring,ambazonianwarofindependence,1
1053,call,ambazonianwarofindependence,1
1054,union,bring,1
1055,union,call,1
1056,africa24,auchergui,2
1057,auchergui,amp,1
1058,auchergui,genocideinsoutherncameroon,1
1059,commit,genocideinsoutherncameroon,2
1060,paulbiya,commit,2
1061,perform,apologist,1
1062,protest,violation,1
1063,shld,perform,1
1064,shld,protest,1
1065,bcos,defeet,2
1066,defeet,bokoharam,2
1067,freeallarreste,redhacredhac,1
1068,freesisikuayuktabe,freeallarreste,1
1069,antonioguterre,voice,1
1070,paulkagame,antonioguterre,1
1071,notre,pay,1
1072,pay,ambazonia,1
1073,stop,ambazonia,2
1074,stopambazonia,stop,2
1075,mfarussia,slaughter,2
1076,slaughter,t,2
1077,antonioguterre,ambazonia,1
1078,georgecloooney,antonioguterre,1
1079,norwaymfa,stortinget,1
1080,stortinget,t,1
1081,africatechie,become,2
1082,become,amp,2
1083,provide,t,1
1084,unhumanrights,provide,1
1085,see,cameroon,1
1086,togo,see,1
1087,togo,turn,1
1088,turn,cameroon,1
1089,hrwdispatche,terrorist,1
1090,unhrc,hrwdispatche,1
1091,attribue,stop,2
1092,stop,ambazonia,3
1093,stopambazonia,stop,1
1094,cocgpcahzl1c,droit,3
1095,sadresse,cocgpcahzl1c,3
1096,co,get,2
1097,get,union,2
1098,engage,fighter,1
1099,engage,house,1
1100,engage,leahhardingaje,1
