,src,dst,index
1101,sikenye,engage,3
1102,adjourn,hearing,1
1103,hsssec,let,2
1104,let,hearing,2
1105,nigeria,adjourn,1
1106,readabookday,readampuphold,1
1107,readampuphold,genocideinsoutherncameroon,1
1108,minister,say,1
1109,say,operator,1
1110,back,t,1
1111,emmanuelmacron,serve,1
1112,french,back,1
1113,serve,ambazonia,1
1114,reuters,think,1
1115,reuters,write,1
1116,think,student,1
1117,write,amp,1
1118,emmanuelmacron,paulkagame,1
1119,paulkagame,ambazonia,1
1120,stop,ambazonia,1
1121,stopambazonia,stop,1
1122,military,seize,1
1123,seize,separatist,1
1124,biya,stop,1
1125,stop,ambazonia,1
1126,france,go,2
1127,france,tell,2
1128,go,condition,2
1129,tell,condition,1
1130,tell,wahala,1
1131,kill,power,2
1132,repeat,power,1
1133,un,kill,2
1134,un,repeat,1
1135,amazonia,blame,1
1136,blame,president,1
1137,africaunite,policy,1
1138,criticise,freesoutherncameroon,2
1139,prpaulbiya,africaunite,1
1140,prpaulbiya,criticise,2
1141,doorstep,father,1
1142,litumbe,doorstep,1
1143,take,father,1
1144,usa,take,1
1145,ask,govt,1
1146,borisjohnson,nytime,1
1147,nikkihaley,ask,1
1148,nytime,t,1
1149,ambazonia,bury,1
1150,ambazonia,liberate,1
1151,bury,fight,1
1152,liberate,fight,1
1153,biya,close,1
1154,biya,freeallarreste,1
1155,close,day711,1
1156,freeallarreste,day711,1
1157,euatun,statedept,1
1158,statedept,aucmoussafaki,1
1159,ambazonians,set,1
1160,ambazonians,stop,1
1161,antonioguterre,ambazonia,1
1162,blind,see,1
1163,call,ambazonia,1
1164,see,ambazonia,1
1165,set,ambazonia,2
1166,stop,ambazonia,1
1167,usun,antonioguterre,1
1168,usun,call,1
1169,usun,set,1
1170,freeallarreste,t,1
1171,unhumanrights,freeallarreste,1
1172,freeallarreste,genocideinsoutherncameroon,1
1173,mola,stay,1
1174,recognizeambazonia,freeallarreste,1
1175,stay,protection,1
1176,catholicew,speak,1
1177,catholictv,speak,1
1178,speak,life,1
1179,speak,voiceless,1
1180,camerounarmy,continue,1
1181,continue,duty,1
1182,continue,north,1
1183,potus,continue,1
1184,freeallarreste,freesoutherncameroon,1
1185,prpaulbiya,freeallarreste,1
1186,hope,understand,1
1187,understand,ukyp,1
1188,intervene,t,1
1189,karenpierceun,intervene,1
1190,biya,raze,1
1191,raze,innercitypress,1
1192,ambazonia,stop,1
1193,ambazonia,tell,2
1194,stop,wealth,1
1195,tell,force,2
1196,repkarenbass,saysomethingdosomethe,3
1197,repkarenbass,wipe,1
1198,saysomethingdosomethe,freesoutherncameroon,1
1199,saysomethingdosomethe,woman,2
1200,wipe,pple,1
1201,go,humanrightsviolation,1
1202,go,suffering,1
1203,refugeesintl,go,2
1204,repwalorski,separate,1
1205,separate,freedom,1
1206,mimimefo237,share,2
1207,share,cwjrobert,2
1208,need,leader,2
1209,need,negotiation,1
1210,paulbiya,need,3
1211,ausgegeben,freeallarreste,1
1212,die,eucommission,1
1213,entwicklungshilfe,die,1
1214,freeallarreste,eucommission,1
1215,freemimimefo,need,1
1216,julius,need,1
1217,need,justice,2
1218,call,wat,1
1219,kill,wat,1
1220,pple,call,1
1221,pple,kill,1
1222,pple,randzejude,1
1223,pple,spend,2
1224,randzejude,itbmincom,1
1225,spend,other,1
1226,spend,wat,1
1227,ask,t,1
1228,embed,t,1
1229,jeffmerkley,ask,1
1230,jeffmerkley,embed,1
1231,cnn,commit,2
1232,commit,cameroon,2
1233,commonwealth,sign,1
1234,enter,house,1
1235,fight,cameroon,1
1236,military,enter,1
1237,military,fight,1
1238,sign,cameroon,1
1239,confirm,ambassador,2
1240,confirm,word,1
1241,un,confirm,3
1242,continue,crime,1
1243,die,animal,1
1244,paulbiya,continue,1
1245,paulbiya,die,1
1246,ask,genocide,1
1247,stewartmcdonald,ask,1
1248,africa,take,1
1249,take,word,1
1250,invite,experience,1
1251,kagame,invite,1
1252,kagame,survive,1
1253,survive,experience,1
1254,donate,anglophone,1
1255,haram,donate,1
1256,freeallarreste,freesoutherncameroon,1
1257,freesisikuayuktabe,freeallarreste,1
1258,bbcnews,rtcom,1
1259,courtafchpr,gain,1
1260,courtafchpr,investigate,1
1261,gain,crime,1
1262,investigate,crime,1
1263,rtcom,independence,1
1264,unhumanrights,wait,1
1265,unspokesperson,wait,2
1266,wait,status,3
1267,amp,say,2
1268,emmanuelmacron,say,1
1269,france24,people,1
1270,npr,france24,1
1271,say,ambazonia,1
1272,say,people,2
1273,camerounweb,pay,1
1274,conduire,stop,1
1275,pay,ambazonia,1
1276,stop,ambazonia,2
1277,stopambazonia,stop,1
1278,freeallarreste,freesoutherncameroon,1
1279,scbctv,freeallarreste,1
1280,britain,let,1
1281,britain,stop,1
1282,let,naturalresource,1
1283,stop,southerncameroonian,1
1284,freesisikuayuktabe,respond,1
1285,respond,remark,1
1286,bohherbert,relocate,1
1287,relocate,freesoutherncameroon,1
1288,britain,turn,1
1289,paulbiya,turn,1
1290,turn,amp,2
1291,guess,corruption,1
1292,un,guess,1
1293,freeallarreste,freesoutherncameroon,1
1294,go,freesoutherncameroon,1
1295,uprinfo,freeallarreste,1
1296,uprinfo,go,1
1297,bent,independence,1
1298,kingcanto1,bent,1
1299,kingcanto1,say,2
1300,say,independence,2
1301,antonioguterre,freesisikuayuktabe,1
1302,faridan,antonioguterre,1
1303,faridan,respect,1
1304,respect,freesisikuayuktabe,1
1305,freeallarreste,freesoutherncameroon,1
1306,presidentfreeayuktabe,freeallarreste,1
1307,freeallarreste,t,1
1308,heaven,freeallarreste,1
1309,heaven,set,3
1310,set,military,2
1311,set,t,1
1312,aucmoussafaki,free,1
1313,free,t,1
1314,know,genocide,1
1315,know,summit,1
1316,president,know,2
1317,co,profosinbajo,1
1318,profosinbajo,kidnaper,1
1319,germanyun,freesoutherncameroon,1
1320,unctserbia,germanyun,1
1321,cnn,continue,1
1322,cnn,thank,1
1323,continue,prayer,1
1324,thank,prayer,1
1325,freeallarreste,t,1
1326,paulbiya,freeallarreste,1
1327,eliesmith,talk,2
1328,fight,ambazonia,2
1329,yatekem,eliesmith,2
1330,yatekem,fight,2
1331,claim,soldier,1
1332,french,claim,1
1333,french,slaveslrc,1
1334,slaveslrc,soldier,1
1335,happen,t,1
1336,singhpp,happen,1
1337,affairsyour,burn,1
1338,affairsyour,congratulate,1
1339,affairsyour,disgrace,1
1340,burn,community,1
1341,congratulate,decision,1
1342,disgrace,devil,1
1343,ccandidat,speak,3
1344,speak,rfi,1
1345,speak,temp,2
1346,freeallarreste,ambamustbefree,1
1347,freesisikuayuktabe,freeallarreste,1
1348,freesisikuayuktabe,scorch,2
1349,scorch,ambamustbefree,1
1350,scorch,ambazonia,1
1351,mastermind,place,1
1352,take,place,2
1353,try,lifes,1
1354,voaafrica,mastermind,1
1355,voaafrica,take,2
1356,voaafrica,try,1
1357,fight,justice,1
1358,mandela,fight,1
1359,stand,country,2
1360,un,stand,2
1361,stop,ambazonia,3
1362,stopambazonia,stop,3
1363,markbareta,wish,2
1364,wish,life,1
1365,wish,seed,1
1366,dora31943588,germanyun,1
1367,germanyun,t,1
1368,commonwealthsec,nytime,1
1369,nytime,unpogchriscoon,1
1370,aucdpa,t,1
1371,mimimefo237,aucdpa,1
1372,ambazonia,force,1
1373,ambazonia,freeallarreste,1
1374,force,southerncameroon,1
1375,freeallarreste,southerncameroon,1
1376,amnestywaro,france24,1
1377,france24,genocideinsoutherncameroon,1
1378,mperelman,stop,1
1379,naturelles,pay,1
1380,pay,ressource,1
1381,stop,ambazonia,1
1382,stop,ressource,1
1383,stopambazonia,stop,1
1384,eutoau,genocideinsoutherncameroon,1
1385,usau,eutoau,1
1386,freeallarreste,foxnew,1
1387,ghana,freeallarreste,1
1388,kill,foxnew,1
1389,rt,kill,1
1390,honwirbajoseph,thank,1
1391,thank,freesoutherncameroon,1
1392,ambazonia,fight,2
1393,ambazonia,stand,4
1394,fight,die,2
1395,stand,die,4
1396,imagine,attack,3
1397,imagine,fact,1
1398,undergrad,imagine,4
1399,civilians,incarcerate,1
1400,dianabrande,dictator,1
1401,incarcerate,people,1
1402,international,dianabrande,1
1403,prpaulbiya,stop,1
1404,stop,ambazonia,1
1405,stop,service,2
1406,stopambazonia,stop,2
1407,ajnewsgrid,reutersafrica,1
1408,codqm7dy2js1,ajnewsgrid,1
1409,codqm7dy2js1,loom,1
1410,loom,distance,1
1411,freeallarreste,freesoutherncameroon,1
1412,freesisikuayuktabe,freeallarreste,1
1413,freesisikuayuktabe,thank,1
1414,nigeria,thank,1
1415,thank,hospitality,1
1416,thank,people,1
1417,cameroon,gather,1
1418,cameroon,kill,1
1419,gather,genocide,1
1420,kill,cameroon,1
1421,ambazonia,live,2
1422,live,duty,2
1423,dong,wait,1
1424,mimimefo237,wait,1
1425,wait,larepoblik,1
1426,wait,statue,1
1427,crisisgroup,stop,1
1428,stop,dictator,1
1429,bribe,unhumanright,1
1430,theresamay,bribe,1
1431,france,invite,1
1432,france,vow,1
1433,invite,cameroon,1
1434,vow,cameroon,1
1435,cameroun,go,1
1436,go,gain,1
1437,dianabrande,ambazonia,1
1438,prpaulbiya,dianabrande,1
1439,biya,hold,3
1440,continue,ambazonia,1
1441,freeallarreste,ambazonia,1
1442,freeambazonia,freeallarreste,1
1443,govt,continue,1
1444,hold,cameroon,1
1445,hold,law,1
1446,hold,t,1
1447,ambazonia,thank,1
1448,ambazonia,urge,1
1449,thank,ambazonia,1
1450,urge,ambazonia,1
1451,mamfe,spot,1
1452,spot,gunshot,1
1453,le,ambazonia,2
1454,stop,ambazonia,1
1455,stopambazonia,le,2
1456,stopambazonia,stop,1
1457,forget,southerncameroon,1
1458,un,forget,1
1459,un,unpeacekeepe,3
1460,unpeacekeepe,southerncameroon,3
1461,january,make,1
1462,make,year,1
1463,norwayun,want,2
1464,want,cameroon,1
1465,want,peace,1
1466,ambazonia,free,1
1467,free,t,1
1468,get,protect,1
1469,prpaulbiya,get,1
1470,freeallarreste,freesisikuayuktabe,1
1471,unwomenafrica,freeallarreste,1
1472,explain,example,1
1473,foxnews,explain,1
1474,foxnews,watch,1
1475,watch,t,1
1476,imagine,ambazonianprisonersofconciense,2
1477,imagine,dictator,1
1478,tought,imagine,3
1479,ask,citizen,1
1480,ask,palace,2
1481,itbmincom,ask,3
1482,army,shave,1
1483,shave,t,1
1484,ajenglish,soldier,1
1485,kill,bed,1
1486,military,kill,1
1487,unspokesperson,ajenglish,1
1488,corrupt,group,1
1489,corrupt,praise,1
1490,devil,corrupt,2
1491,devil,wish,1
1492,wish,group,1
1493,catch,girl,1
1494,questionedhe,catch,1
1495,questionedhe,say,1
1496,questionedhe,shoot,1
1497,say,t,1
1498,shoot,t,1
1499,begin,let,1
1500,freeallarreste,let,1
1501,freeayuktabe,begin,1
1502,freeayuktabe,freeallarreste,1
1503,freeayuktabe,take,1
1504,take,southerncameroonian,1
1505,judge,arrest,1
1506,prpaulbiya,judge,1
1507,prpaulbiya,run,1
1508,run,arrest,1
1509,care,franceafrique,1
1510,care,place,1
1511,demilitarizesoutherncameroonsnow,t,1
1512,french,care,2
1513,french,demilitarizesoutherncameroonsnow,1
1514,ajnewsgrid,cry,1
1515,bbcafrica,ajnewsgrid,1
1516,bbcafrica,radicalize,1
1517,radicalize,cry,1
1518,aucdpa,africanunion,1
1519,cyrilramaphosa,aucdpa,1
1520,keep,allegation,1
1521,leahhardingaje,keep,1
1522,bribe,silence,1
1523,unsg,bribe,1
1524,become,root,1
1525,regime,become,1
1526,marktjones500,say,2
1527,say,conflict,1
1528,say,impunity,1
1529,persecute,genocide,1
1530,persecute,people,2
1531,russia,persecute,2
1532,silentwe,persecute,1
1533,paulbiya,say,1
1534,paulbiya,unocanew,1
1535,say,refugee,1
1536,unocanew,village,1
1537,adopt,state,1
1538,nikkihaley,paulkagame,1
1539,paulkagame,state,1
1540,unga1608xv,adopt,1
1541,charles,go,2
1542,charles,kill,2
1543,charles,pray,1
1544,go,force,2
1545,kill,force,2
1546,pray,force,1
1547,add,ambazonia,1
1548,add,amp,1
1549,add,country,1
1550,add,fire,1
1551,lrc,add,4
1552,crisisgroup,stop,1
1553,stop,dictator,1
1554,amakaekwo,understand,1
1555,understand,freedom,1
1556,refugees,ungprtop,1
1557,ungprtop,africanunion,1
1558,mediate,independence,1
1559,nakufoaddo,mediate,1
1560,leahhardingaje,take,1
1561,take,t,1
1562,jessymolema,know,3
1563,know,noise,3
1564,francoismendy1,quil,1
1565,francoismendy1,stop,1
1566,quil,ambazonia,1
1567,stop,ambazonia,2
1568,stopambazonia,stop,1
1569,andor,suspend,2
1570,secretariat,suspend,1
1571,suspend,ambazonian,1
1572,suspend,armless,1
1573,suspend,sanction,1
1574,cnn,rfkhumanright,2
1575,rfkhumanright,reconciliation,1
1576,rfkhumanright,southerncameroon,1
1577,cabinetcivilprc,itbmincom,1
1578,cabinetcivilprc,meet,1
1579,itbmincom,question,1
1580,meet,question,1
1581,emmenez,icc,2
1582,emmenez,le,1
1583,icc,t,2
1584,le,faire,1
1585,blame,predator,1
1586,give,hand,1
1587,give,potus,1
1588,kill,genocideinsoutherncameroon,1
1589,paulbiya,blame,1
1590,paulbiya,give,2
1591,paulbiya,kill,1
1592,modus,see,1
1593,see,unhumanright,1
1594,avoid,foreigner,1
1595,bbcnews,avoid,1
1596,bbcnews,sabotage,1
1597,sabotage,foreigner,1
1598,mfarussia,realdonaldtrump,3
1599,realdonaldtrump,cnnpolitic,1
1600,realdonaldtrump,erase,1
1601,realdonaldtrump,vote,1
1602,become,genocideinsoutherncameroon,1
1603,mercurynj,become,1
1604,military,take,1
1605,take,baby,1
1606,take,unhumanright,1
1607,unwomenafrica,take,1
1608,euatun,know,1
1609,know,aucmoussafaki,1
1610,cgtnafrica,think,2
1611,think,atmosphere,1
1612,think,violator,1
1613,co,stop,2
1614,country,propone,1
1615,kidnaper,propone,1
1616,propone,leader,1
1617,propone,sheep,1
1618,stop,leader,2
1619,ambazonia,keep,2
1620,ambazonia,stand,4
1621,keep,side,2
1622,stand,side,4
1623,france,use,2
1624,use,ambazonia,1
1625,use,face,1
1626,back,t,1
1627,oiffrancophonie,back,1
1628,kill,ambazonia,1
1629,kill,t,2
1630,nigeria,kill,3
1631,aux,miliaire,2
1632,miliaire,permettre,2
1633,miliaire,t,1
1634,unhumanrights,miliaire,1
1635,hrw,sentence,1
1636,sentence,ambazonia,1
1637,jeremycorbyn,see,1
1638,see,cameroon,1
1639,237online,dite,1
1640,dite,freesoutherncameroon,1
1641,cameeoun,render,2
1642,cameeoun,violate,1
1643,render,home,1
1644,render,safety,1
1645,violate,safety,1
1646,cameroonsambazonia,come,1
1647,cameroonsambazonia,recognise,1
1648,come,freesisikuayuktabe,2
1649,recognise,freesisikuayuktabe,1
1650,un,come,1
1651,freeallarreste,bbcworld,1
1652,freesisikuayuktabe,freeallarreste,1
1653,know,time,1
1654,lord,know,1
1655,georgesoro,t,1
1656,unhumanrights,georgesoro,1
1657,arise,space,1
1658,claim,citizen,1
1659,paulbiya,arise,1
1660,paulbiya,claim,1
1661,paulbiya,want,1
1662,want,ambazonia,1
1663,coe,uktradesupplie,1
1664,liamfox,coe,1
1665,see,atrocity,1
1666,world,see,1
1667,cameroun,exterminate,2
1668,exterminate,cameroon,1
1669,exterminate,people,1
1670,hold,dictator,1
1671,order,ambazonian,1
1672,order,thousand,1
1673,voanews,hold,1
1674,voanews,order,2
1675,ambazonia,find,1
1676,ambazonia,go,1
1677,ambazonia,look,1
1678,find,people,1
1679,go,village,1
1680,look,people,1
1681,ghana,speak,1
1682,ghana,want,2
1683,speak,biyaregime,1
1684,want,biyaregime,2
1685,cabinet,say,1
1686,say,freesoutherncameroon,1
1687,freeallarreste,amp,1
1688,hrw,freeallarreste,1
1689,biya,seek,1
1690,seek,southerncameroon,1
1691,face,genocide,1
1692,kofiannan,face,1
1693,kofiannan,thank,2
1694,kofiannan,use,2
1695,thank,genocide,2
1696,use,genocide,2
1697,kollerichard,stop,1
1698,stop,ambazonia,2
1699,stopambazonia,stop,1
1700,mfarussia,standby,2
1701,standby,cnnpolitic,1
1702,standby,erase,1
1703,biya,grow,1
1704,biya,matter,1
1705,curse,macron,1
1706,grow,height,1
1707,matter,hour,2
1708,punish,curse,1
1709,punish,matter,1
1710,punish,think,2
1711,think,wealth,1
1712,think,youth,1
1713,ambazonia,kidnap,1
1714,ar,refuse,1
1715,biyaregime,refuse,1
1716,kidnap,inspector,1
1717,refuse,inspector,2
1718,choice,leave,1
1719,choice,realdonaldtrump,1
1720,choice,watch,1
1721,leave,genocideinsoutherncameroon,1
1722,realdonaldtrump,ashe,1
1723,watch,ashe,1
1724,bleed,freeambazonia,1
1725,bleed,genocide,1
1726,nigeria,bleed,2
1727,bless,ambazonia,1
1728,help,ambazonia,1
1729,kill,ambazonia,1
1730,paulkagame,bless,1
1731,paulkagame,help,1
1732,paulkagame,kill,1
1733,cameroun,let,1
1734,cameroun,notice,1
1735,helenclarknz,election,1
1736,judithnwana,helenclarknz,1
1737,let,larepubliqueducameroun,1
1738,notice,ambazonia,1
1739,fight,girl,1
1740,quiet,fight,1
1741,quiet,target,1
1742,target,girl,1
1743,america,fall,1
1744,america,let,1
1745,fall,freesisikuayuktabe,1
1746,let,freesisikuayuktabe,1
1747,fombindang,realdonaldtrump,1
1748,realdonaldtrump,t,1
1749,get,kick,1
1750,nigeria,get,1
1751,sisikuayuktabe,stop,1
1752,stop,tracfficing,1
1753,davidlinden,help,1
1754,help,genocideinsoutherncameroon,1
1755,georgesoro,unhumanright,1
1756,un,georgesoro,1
1757,germanyun,freesoutherncameroon,1
1758,unctserbia,germanyun,1
1759,fail,sign,1
1760,fail,terrorist,1
1761,free,fail,2
1762,free,kidnap,2
1763,kidnap,sign,1
1764,kidnap,terrorist,1
1765,asorock,aucmoussafaki,1
1766,cyrilramaphosa,asorock,1
1767,biya,stop,1
1768,president,stop,2
1769,stop,ambazonia,1
1770,stop,sociaux,3
1771,stopambazonia,stop,1
1772,biya,think,1
1773,think,let,1
1774,mbijeh,scorch,2
1775,scorch,population,2
1776,army,continue,2
1777,army,freeallarreste,1
1778,continue,southerncameroon,2
1779,freeallarreste,southerncameroon,1
1780,ambazonia,need,2
1781,need,frenchcameroun,1
1782,need,independence,1
1783,ambazonia,legitimize,2
1784,ambazonia,make,1
1785,legitimize,ambazonia,2
1786,make,election,1
1787,defense,sit,2
1788,mfarussia,sit,1
1789,sit,burn,2
1790,sit,death,1
1791,enslave,user,1
1792,mbarakanamozo,enslave,1
1793,mbarakanamozo,speak,1
1794,speak,user,1
1795,antonioguterre,southerncameroon,1
1796,good,antonioguterre,1
1797,good,kill,1
1798,kill,cameroon,1
1799,cameroon,europetogether,1
1800,freeallarreste,freesisikuayuktabe,1
1801,prpaulbiya,cameroon,1
1802,prpaulbiya,freeallarreste,1
1803,freeallarreste,t,1
1804,mimimefo237,freeallarreste,1
1805,end,cwjrobert,1
1806,paulbiya,end,1
1807,fail,terrorist,1
1808,kill,terrorist,2
1809,prccellcom,fail,1
1810,prccellcom,kill,2
1811,prccellcom,take,1
1812,take,terrorist,1
1813,dat,realdonaldtrump,1
1814,realdonaldtrump,speech,1
1815,know,genocideinsoutherncameroon,1
1816,know,village,1
1817,un,know,2
1818,ambazonia,genocide,1
1819,ambazonia,let,1
1820,create,committee,1
1821,genocide,ambazonia,1
1822,let,ambazonia,1
1823,paulbiya,create,1
1824,come,subject,3
1825,freeallarreste,ambazonia,1
1826,liberty,come,3
1827,wilson,freeallarreste,1
1828,ajnewsgrid,t,1
1829,cnn,ajnewsgrid,1
1830,ambazonia,declare,1
1831,declare,t,1
1832,kill,awing,1
1833,moyuka,kill,1
1834,freeallarreste,stopthegenocideinsoutherncameroon,1
1835,freesisikuayuktabe,freeallarreste,1
1836,make,blackonblackcolonialism,1
1837,newagegasdeal,make,1
1838,ambazonia,help,2
1839,help,cameroon,1
1840,help,johnchichester,1
1841,ifcameroun,sponsor,1
1842,sponsor,independenceday,1
1843,gang,say,1
1844,say,resource,1
1845,cameroun,destroy,1
1846,destroy,nlatun,1
1847,dothey,want,1
1848,want,genocideinsoutherncameroon,1
1849,abuse,girl,1
1850,ajnewsgrid,unhumanright,1
1851,billyb2009,abuse,1
1852,billyb2009,ajnewsgrid,1
1853,call,citizen,1
1854,hold,ambazonia,1
1855,kamto,call,1
1856,kamto,hold,1
1857,freeallarreste,freeourland,1
1858,paubiya,freeallarreste,1
1859,paubiya,turn,1
1860,turn,bagdad,1
1861,mengnjopaulette,say,1
1862,say,genocideinsoutherncameroon,1
1863,embassy,n,2
1864,n,support,2
1865,foxnews,voanews,2
1866,voanews,arm,2
1867,cnnafrica,ussenate,1
1868,ussenate,warcrime,1
1869,biya,fool,1
1870,biya,stop,2
1871,fool,statue,1
1872,stop,statue,2
1873,biya,continue,2
1874,continue,ambazonia,1
1875,continue,freedom,1
1876,commonwealth,say,2
1877,say,cameroon,1
1878,say,genocide,1
1879,dwnews,listen,2
1880,listen,atrocity,1
1881,listen,force,1
1882,accuse,humanwrong,1
1883,accuse,t,1
1884,military,accuse,2
1885,act,go,1
1886,go,dictator,1
1887,ambazonia,kill,1
1888,kill,ajenglish,1
1889,call,freesoutherncameroon,1
1890,call,realdonaldtrump,1
1891,nikkihaley,call,2
1892,nikkihaley,take,1
1893,take,t,1
1894,beleng,enjoy,1
1895,enjoy,fotball,1
1896,cameroun,ensure,1
1897,ensure,bribe,1
1898,ensure,t,1
1899,world,ensure,1
1900,leahhardingaje,let,1
1901,let,problem,1
1902,let,wen,1
1903,show,problem,1
1904,take,wen,2
1905,un,let,1
1906,un,show,1
1907,un,take,1
1908,wld,take,1
1909,biya,camerounweb,1
1910,camerounweb,ambazonia,1
1911,du,ambazonia,1
1912,prene,du,1
1913,prene,stop,1
1914,stop,ambazonia,2
1915,stopambazonia,stop,1
1916,cameroun,fill,1
1917,cameroun,hold,3
1918,fill,election,1
1919,hold,election,3
1920,al,understand,1
1921,ambazonia,stand,1
1922,ambazonia,understand,1
1923,stand,state,1
1924,understand,state,2
1925,aupsd,perpetuate,1
1926,aupsd,realdonaldtrump,1
1927,perpetuate,ghanapresidency,1
1928,realdonaldtrump,ghanapresidency,1
1929,cameroun,neveragain,1
1930,cameroun,stop,1
1931,neveragain,t,1
1932,say,crime,1
1933,stop,t,1
1934,us,say,1
1935,unhumanrights,verify,1
1936,verify,genocideinsoutherncameroon,1
1937,codjnaszebty,ambazonia,1
1938,koffiannan,codjnaszebty,1
1939,call,agent,1
1940,call,rule,1
1941,lose,agent,1
1942,prpaulbiya,call,2
1943,prpaulbiya,lose,1
1944,prpaulbiya,stop,2
1945,stop,agent,1
1946,stop,rule,1
1947,denizen,boycott,1
1948,freeallarreste,item,1
1949,manyu,denizen,1
1950,manyu,freeallarreste,1
1951,hand,place,1
1952,mbuhari,hand,1
1953,prpaulbiya,take,1
1954,prpaulbiya,urge,1
1955,take,place,1
1956,urge,cabinet,1
1957,crtvweb,africanunion,1
1958,freeallareste,africanunion,1
1959,prpaulbiya,crtvweb,1
1960,prpaulbiya,freeallareste,1
1961,ajenglish,home,1
1962,kid,ajenglish,1
1963,kid,say,3
1964,say,genocideinsoutherncameroon,1
1965,say,home,2
1966,ambazonia,hold,1
1967,ambazonia,kill,1
1968,biya,hold,1
1969,biya,kill,1
1970,hold,cameroon,1
1971,hold,law,1
1972,kill,army,1
1973,kill,part,1
1974,emmanuelmacron,tell,1
1975,tell,curse,1
1976,bbcafrica,germanyun,1
1977,germanyun,bukolasaraki,1
1978,bc,know,2
1979,bc,need,1
1980,bc,want,1
1981,know,exit,1
1982,know,plan,1
1983,need,plan,1
1984,want,freesoutherncameroon,1
1985,assembly,freeallarreste,1
1986,freeallarreste,ambazonian,2
1987,mylife4ambazonia,freeallarreste,1
1988,houseforeign,start,2
1989,start,genocideinsoutherncameroon,1
1990,start,sponsor,1
1991,kill,randpau,1
1992,prpaulbiya,kill,1
1993,bleed,tear,1
1994,dry,tear,1
1995,gvmt,bleed,1
1996,gvmt,dry,1
1997,gvmt,refuse,2
1998,refuse,devil,2
1999,educate,example,1
2000,france,educate,1
2001,france,get,2
2002,france,give,1
2003,france,speak,1
2004,get,example,1
2005,get,replace,1
2006,give,birth,1
2007,speak,master,1
2008,repchrissmith,say,1
2009,repkarenbass,want,1
2010,say,people,1
2011,want,genocideinsoutherncameroon,1
2012,ambazonia,wait,1
2013,hinder,step,1
2014,lrc,hinder,1
2015,lrc,wait,1
2016,wait,57yr,1
2017,wait,step,1
2018,ajstream,happen,3
2019,ajstream,picture,1
2020,happen,difference,1
2021,happen,man,2
2022,picture,human,1
2023,claim,government,1
2024,follow,medium,2
2025,revolution,claim,1
2026,revolution,follow,2
2027,see,security,1
2028,theresamay,see,1
2029,africa,pay,1
2030,africa,repatriate,1
2031,africa,withdraw,1
2032,pay,reparation,1
2033,repatriate,bank,1
2034,withdraw,resource,1
2035,freeallarreste,genocideinsoutherncameroon,1
2036,itbmincom,freeallarreste,1
2037,itbmincom,mean,1
2038,mean,genocideinsoutherncameroon,1
2039,emmanuelfreuden,ground,3
2040,odeshi,emmanuelfreuden,3
2041,aid,ambazonia,1
2042,aid,assailant,1
2043,un,aid,2
2044,freeallarreste,thursdaythought,1
2045,kaynurse11,freeallarreste,1
2046,republique,question,2
2047,un,republique,2
2048,eu,highlight,2
2049,eu,mean,1
2050,highlight,regime,2
2051,mean,regime,1
2052,free,innercitypress,1
2053,freesisikuayuktabe,free,1
2054,call,act,1
2055,kingcanto1,call,1
2056,antonioguterre,provocation,1
2057,antonioguterre,thing,1
2058,mean,thing,1
2059,planetor,antonioguterre,2
2060,planetor,mean,1
2061,refugees,ungprtop,1
2062,ungprtop,africanunion,1
2063,chiellaelvis,use,2
2064,chiellaelvis,want,1
2065,use,life,1
2066,use,sponsor,1
2067,want,return,1
2068,french,happen,2
2069,french,want,1
2070,happen,agenda,1
2071,happen,bid,1
2072,theresamay,want,1
2073,want,ambazonia,2
2074,die,cameroon,1
2075,happen,cameroon,1
2076,need,cameroon,3
2077,paul,die,1
2078,paul,happen,1
2079,paul,need,3
2080,paul,realdonaldtrump,1
2081,realdonaldtrump,cameroon,1
2082,get,t,2
2083,peugeot,get,2
2084,dwnews,gather,1
2085,gather,unhumanright,1
2086,ilariallegro,realdonaldtrump,1
2087,realdonaldtrump,genocideinsoutherncameroon,1
2088,cameroon,care,2
2089,care,country,2
2090,cameroun,come,1
2091,come,scene,2
2092,massacre,come,1
2093,video,visit,1
2094,visit,scene,1
2095,advise,cameroun,1
2096,ajnewsgrid,cameroun,1
2097,ajnewsgrid,government,1
2098,ajnewsgrid,region,2
2099,ambazonia,advise,1
2100,ambazonia,ajnewsgrid,4
2101,ambazonia,save,1
2102,save,region,1
2103,co,freeallarreste,1
2104,freeallarreste,amend,1
2105,owntv,weltpolitik,1
2106,weltpolitik,unhumanright,1
2107,freebihnalova,freetassangwilfre,1
2108,freetassangwilfre,freeawasum,1
2109,biya,carry,1
2110,camanpour,watch,1
2111,carry,carnage,1
2112,watch,sense,1
2113,biya,provide,2
2114,provide,effort,1
2115,provide,genocideinsoutherncameroon,1
2116,antonioguterre,colony,1
2117,govtcorrect,prevent,1
2118,recolonization,antonioguterre,1
2119,uk,govtcorrect,1
2120,amnestywaro,take,3
2121,take,ambazonia,1
2122,take,biya,1
2123,take,fact,1
2124,expand,farm,1
2125,say,place,2
2126,say,road,1
2127,southerncameroons,expand,1
2128,southerncameroons,say,3
2129,hahaha,think,2
2130,tell,expose,1
2131,think,expose,4
2132,wirba,tell,1
2133,wirba,think,2
2134,ambazonia,come,2
2135,ambazonia,freeallarreste,1
2136,ambazonia,look,1
