,src,dst,index
220,example,stay,1
221,example,strip,2
222,go,effect,2
223,ignore,effect,2
224,know,boycott,1
225,know,child,1
226,know,effect,4
227,kumbo,become,1
228,kumbo,close,1
229,listen,journalism,1
230,schoolmassacresboycottskidnapping,boycott,1
231,stay,effect,1
232,stay,separatist,1
233,strip,effect,2
234,x93,become,1
235,x93,come,1
236,x93,stay,1
237,x99n,listen,1
238,africa,back,1
239,africa,become,4
240,africa,come,1
241,africa,expand,5
242,africa,turn,3
243,africa,worry,4
244,back,country,1
245,back,crisis,1
246,back,sense,1
247,become,continent,4
248,become,crisis,1
249,come,continent,1
250,come,factor,2
251,enthusiast,come,1
252,expand,change,2
253,expand,conflict,2
254,expand,continent,4
255,expand,region,1
256,perpetuate,back,2
257,perpetuate,become,1
258,perpetuate,come,1
259,perpetuate,expand,4
260,perpetuate,turn,2
261,perpetuate,worry,1
262,turn,conflict,1
263,turn,continent,2
264,turn,unfold,2
265,worry,change,1
266,worry,continent,3
267,worry,unfold,1
268,africa,hold,6
269,africa,work,3
270,hold,group,2
271,hold,officer,1
272,hold,organisation,1
273,hold,role,4
274,hold,woman,8
275,nancy,hold,2
276,nancy,work,3
277,ndana,hold,4
278,ndana,work,4
279,serve,role,1
280,susan,hold,3
281,susan,serve,1
282,tariro,hold,1
283,tariro,work,1
284,work,group,1
285,work,organisation,1
286,work,role,2
287,work,woman,7
288,agency,hit,1
289,agency,include,2
290,elder,include,1
291,elder,say,2
292,hit,child,1
293,hit,crisis,1
294,hit,toll,2
295,include,child,7
296,include,crisis,2
297,include,toll,4
298,say,crisis,1
299,say,toll,1
300,tally,hit,2
301,tally,include,6
302,tally,tell,1
303,tally,warn,1
304,tell,life,1
305,un,hit,1
306,un,include,3
307,un,warn,1
308,unicef,include,1
309,unicef,warn,1
310,warn,child,1
311,warn,crisis,1
312,warn,toll,1
313,churches,heighten,1
314,churches,report,1
315,continue,need,1
316,heighten,cameroon,3
317,heighten,need,4
318,heighten,region,3
319,january,remain,1
320,january,report,5
321,remain,cameroon,1
322,remain,displacement,1
323,remain,family,1
324,remain,need,1
325,report,cameroon,2
326,report,displacement,3
327,report,need,2
328,report,region,4
329,total,cameroon,1
330,total,family,1
331,total,region,1
332,undss,continue,1
333,undss,heighten,9
334,undss,remain,3
335,undss,report,5
336,undss,total,3
337,administration,use,1
338,ambush,separatist,1
339,biya,use,3
340,cameroon,manufacturer,1
341,cameroon,region,1
342,cameroon,separatist,1
343,cameroon,situation,1
344,department,ambush,1
345,department,cameroon,4
346,department,improve,1
347,improve,situation,1
348,use,content,1
349,use,region,2
350,use,situation,1
351,basin,integrate,2
352,basin,take,2
353,chad,say,1
354,chad,shrink,1
355,chad,take,2
356,haram,say,1
357,haram,take,1
358,integrate,activity,1
359,integrate,cameroon,1
360,integrate,change,1
361,integrate,group,2
362,integrate,people,1
363,lake,integrate,2
364,lake,shrink,2
365,need,assistance,1
366,need,change,1
367,need,people,2
368,say,change,3
369,say,group,2
370,shrink,change,3
371,take,change,4
372,take,group,4
373,take,people,4
374,wadjiho,integrate,2
375,wadjiho,need,4
376,wadjiho,say,3
377,wadjiho,take,7
378,bush,feel,2
379,bush,know,1
380,bush,say,1
381,feel,abuse,1
382,feel,force,1
383,feel,region,2
384,help,abuse,1
385,help,school,1
386,independence,feel,1
387,independence,help,1
388,independence,keep,1
389,independence,know,3
390,independence,take,2
391,juliana,feel,1
392,juliana,know,2
393,juliana,say,2
394,keep,system,1
395,kill,force,1
396,know,abuse,1
397,know,country,1
398,know,education,2
399,know,force,2
400,know,region,2
401,know,school,1
402,know,student,1
403,know,system,1
404,say,boy,1
405,say,student,1
406,say,system,1
407,schools,help,1
408,schools,kill,1
409,schools,know,5
410,schools,take,5
411,take,child,1
412,take,country,2
413,take,education,2
414,take,force,1
415,take,region,1
416,take,system,1
417,war,take,1
418,africa,bring,1
419,biya,bring,2
420,biya,cause,1
421,bring,conflict,1
422,bring,effect,2
423,bring,region,2
424,cameroon,bring,2
425,cameroon,cameroon,23
426,cameroon,cause,1
427,cameroon,conflict,1
428,cameroon,country,1
429,cameroon,crisis,3
430,cameroon,region,1
431,cameroon,use,1
432,cause,crisis,1
433,cause,region,1
434,declare,country,1
435,nigeria,declare,1
436,union,cameroon,1
437,use,region,1
438,attack,displacement,1
439,attack,insurgency,1
440,bilak,attack,1
441,bilak,report,3
442,bilak,say,5
443,bilak,suffer,3
444,cameroon,attack,1
445,cameroon,look,1
446,cameroon,report,2
447,cameroon,say,3
448,cameroon,suffer,3
449,english,report,1
450,english,say,1
451,look,insurgency,1
452,report,cameroon,1
453,report,displacement,4
454,report,group,1
455,say,cameroon,1
456,say,displacement,2
457,say,group,5
458,say,region,1
459,suffer,cameroon,1
460,suffer,displacement,5
461,august,provide,3
462,august,take,2
463,biya,provide,1
464,biya,remain,1
465,continue,case,1
466,council,take,1
467,gendarmerie,report,1
468,gendarmerie,state,2
469,kamto,provide,2
470,minister,report,1
471,ministry,take,1
472,president,provide,2
473,president,remain,1
474,president,report,1
475,president,require,1
476,prohibit,case,1
477,prohibit,government,1
478,provide,case,6
479,provide,country,1
480,provide,election,1
481,provide,force,1
482,provide,region,1
483,provide,separatist,1
484,remain,case,2
485,report,case,3
486,report,force,1
487,require,case,1
488,state,case,1
489,state,force,1
490,take,case,3
491,take,election,1
492,take,separatist,1
493,unhcr,continue,1
494,unhcr,prohibit,2
495,unhcr,provide,3
496,unhcr,report,1
497,unhcr,take,1
498,administration,indicate,2
499,administration,secessionist,1
500,africa,indicate,2
501,confirm,address,1
502,confirm,date,2
503,english,confirm,3
504,english,indicate,6
505,english,need,2
506,english,offer,2
507,english,prioritise,2
508,english,rise,2
509,english,secessionist,4
510,english,try,1
511,indicate,address,2
512,indicate,date,1
513,indicate,government,4
514,indicate,minority,1
515,indicate,refugee,1
516,indicate,region,3
517,need,address,1
518,need,minority,1
519,offer,date,2
520,prioritise,minority,1
521,prioritise,policy,1
522,rise,date,1
523,rise,refugee,1
524,secessionist,address,2
525,secessionist,minority,1
526,secessionist,policy,1
527,secessionist,region,2
528,try,minority,1
529,west,indicate,2
530,west,secessionist,1
531,bush,contain,1
532,cameroon,contain,2
533,cameroon,enable,2
534,cameroon,hope,1
535,cameroon,provide,3
536,cameroon,raise,2
537,cameroons,contain,1
538,cameroons,help,2
539,cameroons,provide,2
540,contain,region,5
541,contain,village,2
542,enable,opt,1
543,enable,widow,2
544,help,environment,1
545,help,village,1
546,help,widow,1
547,hope,village,1
548,ndor,contain,2
549,ndor,enable,1
550,ndor,help,1
551,ndor,provide,4
552,ndor,raise,4
553,provide,civilian,2
554,provide,environment,1
555,provide,opt,2
556,provide,resident,1
557,provide,village,2
558,provide,widow,1
559,raise,niall,1
560,raise,opt,3
561,raise,region,1
562,raise,village,1
563,skeleton,contain,1
564,pagenn,represent,6
565,represent,mattersn,6
566,fonka,hit,2
567,fonka,say,2
568,helped,troop,1
569,hit,attack,2
570,hit,incursion,3
571,hit,project,1
572,hit,region,2
573,noun,hit,2
574,noun,say,7
575,region,hit,4
576,region,say,3
577,region,score,1
578,region,send,2
579,say,attack,3
580,say,incursion,4
581,say,region,5
582,say,troop,3
583,score,region,1
584,send,incursion,1
585,send,region,1
586,sufor,helped,1
587,sufor,say,3
588,biya,include,2
589,biya,pursue,1
590,cameroon,derive,1
591,cameroon,include,3
592,cameroon,kill,1
593,cameroon,originate,2
594,cameroon,orockn,1
595,cameroon,remain,1
596,cameroon,require,1
597,derive,cameroon,1
598,derive,conflict,1
599,include,authority,1
600,include,cameroon,4
601,include,conflict,8
602,include,state,1
603,kill,cameroon,1
604,kill,conflict,1
605,kill,war,1
606,originate,cameroon,1
607,originate,conflict,1
608,orockn,cameroon,1
609,parolin,include,3
610,pursue,conflict,1
611,pursue,force,1
612,pursue,state,1
613,region,derive,1
614,region,include,6
615,region,kill,2
616,region,pursue,2
617,region,remain,2
618,region,require,1
619,remain,cameroon,1
620,remain,conflict,2
621,require,cameroon,1
622,require,state,1
623,ababa,help,1
624,brussels,put,1
625,continue,conflict,2
626,continue,crisis,1
627,continue,u,1
628,council,continue,2
629,council,put,2
630,encourage,agreement,2
631,eu,help,1
632,eu,say,1
633,europe,encourage,2
634,europe,put,3
635,europe,start,1
636,help,government,1
637,help,u,1
638,put,conflict,6
639,put,country,1
640,put,crisis,2
641,put,place,2
642,put,power,1
643,put,u,1
644,say,u,1
645,start,place,1
646,start,u,1
647,touadra,continue,1
648,touadra,put,1
649,un,continue,1
650,un,put,6
651,un,start,1
652,continue,authority,1
653,continue,turn,2
654,dialoguex99,continue,3
655,dialoguex99,make,5
656,dialoguex99,repeat,4
657,dialoguex99,stage,1
658,make,people,1
659,make,turn,3
660,make,war,1
661,repeat,people,2
662,repeat,turn,2
663,stage,turn,1
664,administration,help,1
665,cameroon,fail,1
666,cameroon,help,1
667,cameroon,kill,1
668,cameroon,lack,1
669,cameroon,post,3
670,cameroon,serve,1
671,estimate,date,1
672,fail,cameroonian,1
673,fail,date,1
674,help,cameroon,1
675,help,date,1
676,help,medium,1
677,help,resolve,1
678,kamto,post,1
679,kamto,secure,1
680,kill,cameroonian,1
681,kill,population,1
682,lack,cameroon,1
683,lack,date,1
684,lack,medium,2
685,post,cameroon,2
686,post,cameroonian,1
687,post,medium,1
688,root,date,1
689,root,territory,1
690,secure,date,1
691,senate,serve,1
692,serve,cameroon,1
693,serve,medium,2
694,serve,resolve,2
695,x93,estimate,1
696,x93,fail,1
697,x93,help,2
698,x93,kill,1
699,x93,lack,3
700,x93,root,2
701,x93,serve,3
702,close,group,2
703,countryxafcontinue,close,1
704,countryxafcontinue,impact,8
705,countryxafcontinue,kidnap,1
706,countryxafcontinue,need,2
707,egeland,close,1
708,impact,aid,1
709,impact,attack,2
710,impact,closure,2
711,impact,country,1
712,impact,group,4
713,impact,school,3
714,jan,impact,1
715,kidnap,group,2
716,kidnap,school,1
717,need,country,1
718,need,group,2
719,need,school,1
720,ocha,impact,4
721,ocha,kidnap,2
722,ocha,need,2
723,america,clarify,1
724,america,flow,1
725,america,show,1
726,clarify,politician,1
727,flow,strife,1
728,show,app,1
