,src,dst,index
237,particular,engage,6
238,particular,force,1
239,particular,reunite,2
240,reunite,cameroon,1
241,reunite,conflict,1
242,thedisplacementof,displace,1
243,thedisplacementof,engage,2
244,agree,capital,1
245,agree,region,1
246,dc,agree,1
247,dc,visit,1
248,estimate,conflict,1
249,february,massacre,1
250,massacre,place,1
251,meet,cameroon,1
252,meet,capital,1
253,meet,conflict,1
254,nagy,meet,2
255,nagy,parallel,1
256,nagy,raise,1
257,nagy,separatist,1
258,nagy,take,1
259,nations,estimate,1
260,nations,separatist,1
261,nations,take,1
262,parallel,biya,1
263,parallel,cameroon,2
264,parallel,conflict,3
265,parallel,effort,2
266,parallel,place,1
267,parallel,region,1
268,raise,cameroon,1
269,raise,conflict,2
270,raise,place,1
271,separatist,cameroon,2
272,separatist,conflict,2
273,separatist,effort,1
274,take,cameroon,2
275,take,effort,1
276,visit,cameroon,1
277,x94,agree,1
278,x94,meet,1
279,x94,parallel,9
280,x94,raise,3
281,x94,separatist,3
282,x94,take,1
283,americans,warn,1
284,become,matter,1
285,become,war,3
286,begin,war,1
287,believe,news,1
288,come,matter,1
289,come,news,1
290,jews,become,1
291,joyce,become,1
292,make,matter,2
293,movement,begin,1
294,movement,warn,2
295,s,become,2
296,s,believe,1
297,s,come,2
298,s,make,2
299,s,say,7
300,s,warn,3
301,say,immigrant,2
302,say,matter,3
303,say,news,1
304,say,saint,1
305,say,trump,3
306,trump,say,1
307,trump,warn,1
308,warn,matter,1
309,warn,news,2
310,warn,theory,1
311,warn,trump,2
312,warn,war,1
313,wilson,say,2
314,biya,cameroon,1
315,biya,hold,1
316,biya,try,1
317,cameroon,cameroon,4
318,cameroon,violence,1
319,come,atrocity,1
320,come,diplomat,1
321,come,election,1
322,come,power,2
323,come,violence,2
324,follow,election,1
325,francophone,cameroon,1
326,francophone,come,2
327,francophone,govern,1
328,francophone,rampage,1
329,govern,region,2
330,govern,violence,1
331,hold,atrocity,1
332,hold,power,3
333,hold,region,3
334,hold,violence,3
335,rampage,violence,3
336,try,violence,1
337,un,cameroon,1
338,un,hold,2
339,x94,cameroon,1
340,x94,come,2
341,x94,govern,1
342,x94,hold,4
343,yaound,cameroon,1
344,yaound,come,3
345,yaound,follow,1
346,yaound,govern,1
347,yaound,hold,3
348,yaound,rampage,2
349,anglophone,read,2
350,anglophone,say,1
351,bamenda,force,1
352,bamenda,get,1
353,bamenda,read,5
354,bamenda,say,1
355,browser,read,1
356,english,read,1
357,force,people,3
358,force,region,1
359,get,people,1
360,get,son,1
361,get,video,1
362,read,cameroon,8
363,read,ceasefire,1
364,read,fighter,1
365,read,people,3
366,read,place,1
367,read,region,1
368,read,separatist,2
369,read,video,1
370,say,plantain,1
371,say,son,1
372,survive,ceasefire,1
373,survive,place,1
374,tell,place,1
375,x94,force,3
376,x94,get,2
377,x94,read,9
378,x94,survive,2
379,x94,tell,1
380,africa,continue,1
381,africa,nbuy,1
382,africa,spend,1
383,bar,term,1
384,biya,continue,1
385,biya,feel,1
386,biya,maverickjournalist,2
387,biya,nbuy,1
388,biya,spend,4
389,continue,term,4
390,feel,anglophone,1
391,feel,cameroon,2
392,feel,citizen,1
393,feel,game,1
394,feel,term,2
395,founder,term,1
396,make,anglophone,2
397,make,cameroon,3
398,mary,bar,1
399,mary,continue,2
400,mary,feel,6
401,mary,make,3
402,mary,nbuy,1
403,mary,start,1
404,maverickjournalist,year,2
405,nbuy,cameroon,1
406,nbuy,year,2
407,nigeria,spend,1
408,organisation,founder,1
409,organisation,make,2
410,spend,anglophone,1
411,spend,cameroon,1
412,spend,country,1
413,spend,region,1
414,spend,year,2
415,start,deserve,1
416,africa,read,1
417,believe,attention,1
418,believe,conflict,1
419,believe,crisis,1
420,call,conflict,1
421,cameroon,believe,1
422,cameroon,grab,1
423,cameroon,read,6
424,cameroon,say,1
425,grab,attention,1
426,hoffmann,believe,1
427,hoffmann,read,2
428,instance,call,1
429,instance,read,8
430,instance,say,3
431,read,child,1
432,read,conflict,12
433,read,crisis,2
434,read,force,3
435,read,militant,1
436,say,attention,1
437,say,conflict,4
438,say,crisis,1
439,walla,believe,1
440,walla,read,2
441,walla,say,2
442,beti,facebook,1
443,beti,make,2
444,beti,use,2
445,biya,use,1
446,cameroun,facebook,2
447,cameroun,take,4
448,cameroun,use,9
449,facebook,country,1
450,facebook,speech,1
451,facebook,tension,1
452,kamto,take,3
453,kamto,use,6
454,make,country,1
455,make,tension,1
456,take,cameroon,3
457,take,election,1
458,take,tension,3
459,use,cameroon,5
460,use,election,3
461,use,result,1
462,use,speech,1
463,use,tension,6
464,use,violence,2
465,affect,child,4
466,affect,crisis,2
467,affect,education,1
468,affect,malnutrition,1
469,affect,region,4
470,affect,service,3
471,age,child,2
472,age,education,1
473,benefit,region,1
474,destroy,crisis,1
475,express,child,1
476,flee,child,1
477,flee,crisis,1
478,highlights,affect,13
479,highlights,age,2
480,highlights,benefit,1
481,highlights,destroy,1
482,highlights,express,1
483,highlights,flee,2
484,highlights,nwsw,5
485,highlights,returnee,1
486,highlights,share,1
487,nwsw,crisis,2
488,nwsw,population,1
489,nwsw,region,2
490,returnee,region,1
491,share,education,1
492,west,affect,2
493,west,age,1
494,commentsn,conflict,1
495,consider,conflict,6
496,consider,institution,1
497,consider,region,2
498,consider,violence,3
499,consider,woman,2
500,exercise,woman,1
501,experience,conflict,2
502,experience,woman,1
503,force,consider,5
504,force,include,3
505,force,recognise,1
506,include,conflict,1
507,include,experience,1
508,include,region,2
509,include,violence,2
510,include,woman,1
511,moussi,consider,1
512,moussi,include,1
513,n0,commentsn,1
514,nations,experience,1
515,nations,recognise,1
516,recognise,commitment,1
517,recognise,conflict,2
518,recognise,violence,1
519,unscr,consider,8
520,unscr,exercise,1
521,unscr,experience,2
522,unscr,include,3
523,unscr,recognise,2
524,become,crisis,1
525,become,system,1
526,cameroon,cameroon,4
527,cameroon,division,1
528,cameroon,erudef,1
529,cameroon,region,1
530,cameroonnby,include,2
531,cameroonnby,start,1
532,cameroun,cameroon,6
533,cawi,include,1
534,erudef,become,1
535,erudef,cameroon,1
536,erudef,include,1
537,erudef,make,1
538,include,cameroon,1
539,include,cameroonian,1
540,include,condition,1
541,include,crisis,2
542,include,division,3
543,include,initiative,1
544,include,region,1
545,include,system,2
546,include,thencrisis,1
547,make,erudef,1
548,mandate,include,2
549,mandate,take,1
550,reach,crisis,1
551,reach,system,1
552,start,cameroon,1
553,start,crisis,1
554,system,become,1
555,system,include,7
556,system,reach,2
557,system,start,1
558,take,initiative,1
559,biya,describe,3
560,biya,separatist,1
561,call,group,1
562,claim,group,2
563,claim,region,1
564,condemn,group,1
565,condemn,region,1
566,condemn,separatist,1
567,describe,crisis,6
568,describe,general,1
569,describe,government,1
570,describe,group,3
571,describe,region,4
572,describe,separatist,1
573,describe,system,1
574,fail,crisis,1
575,fail,separatist,1
576,france,claim,2
577,france,describe,2
578,france,push,1
579,kumba,condemn,1
580,kumba,describe,1
581,nigeria,describe,1
582,october,describe,1
583,push,group,1
584,separatist,separatist,3
585,un,call,1
586,un,claim,1
587,un,condemn,1
588,un,describe,8
589,un,fail,2
590,un,separatist,2
591,union,condemn,1
592,union,describe,1
593,center,declare,1
594,center,include,4
595,center,reach,3
596,declare,area,1
597,declare,cameroon,1
598,declare,crisis,1
599,declare,dialogue,2
600,declare,division,1
601,diaspora,declare,1
602,diaspora,include,2
603,ehd,declare,1
604,ehd,include,6
605,include,area,4
606,include,cameroon,3
607,include,crisis,1
608,include,dialogue,1
609,include,division,3
610,include,force,1
611,include,government,1
612,include,people,5
613,include,region,2
614,minister,include,3
615,office,include,1
616,reach,crisis,2
617,reach,people,1
618,september,declare,3
619,september,include,5
620,attack,force,3
621,attack,group,1
622,attack,hospital,1
623,attack,people,1
624,attack,region,1
625,attack,separatist,3
626,ig,attack,4
627,ig,kill,1
628,ig,say,2
629,ig,take,4
630,kill,civilian,1
631,kill,separatist,3
632,motorbike,say,1
633,region,attack,5
634,region,kill,3
635,region,say,1
636,region,speak,1
637,region,take,1
638,say,civilian,1
639,say,hospital,1
640,say,region,1
641,say,separatist,2
642,speak,people,1
643,take,group,4
644,take,panic,1
645,take,people,1
646,take,region,1
647,take,separatist,2
648,x99,attack,1
649,x99,say,1
650,x99,take,4
651,acute,make,4
652,acute,need,18
653,acute,remain,1
654,face,crisis,1
655,foreword,people,1
656,make,assistance,2
657,make,partner,1
658,make,violence,1
659,ncameroonn,face,1
660,ncameroonn,foreword,1
661,ncameroonn,need,3
662,ncameroonn,remain,2
663,need,assistance,5
664,need,crisis,1
665,need,partner,1
666,need,people,6
667,need,population,1
668,need,violence,1
669,need,vulnerability,6
670,remain,violence,1
671,remain,vulnerability,2
672,africa,proclaim,1
673,announce,force,2
674,announce,region,1
675,announce,violence,4
676,begin,cameroon,1
677,begin,protest,1
678,begin,violence,1
679,biya,announce,2
680,biya,begin,1
681,biya,carry,1
682,biya,face,1
683,biya,kill,4
684,biya,proclaim,3
685,biya,show,1
686,carry,violence,1
687,face,violence,1
688,initiative,announce,2
689,initiative,begin,2
690,initiative,proclaim,1
691,kamto,announce,3
692,kamto,kill,2
693,kamto,proclaim,4
694,kamto,see,1
695,kill,violence,6
696,proclaim,cameroon,2
697,proclaim,crisis,1
698,proclaim,protest,2
699,proclaim,region,3
700,proclaim,violence,2
701,revolutionx99,proclaim,1
702,see,violence,1
703,show,violence,1
704,attack,force,3
705,attack,region,1
706,attack,schoolchildren,3
707,cameroon,attack,5
708,cameroon,claim,5
709,cameroon,condemn,1
710,cameroon,erupt,2
711,cameroon,organize,1
712,cameroon,turn,7
713,claim,accusation,2
714,claim,awareness,1
715,claim,girl,1
716,claim,government,2
717,condemn,country,1
718,condemn,government,1
719,erupt,country,1
720,erupt,region,1
721,locals,attack,1
722,organize,region,1
723,shooting,attack,1
724,shooting,claim,1
725,shooting,condemn,1
726,turn,awareness,1
727,turn,country,1
728,turn,force,1
729,turn,government,1
730,turn,region,1
731,turn,schoolchildren,2
732,anglophonesx99,cameroon,6
733,anglophonesx99,protect,1
734,anglophonesx99,rouse,4
735,anglophonesx99,spend,1
736,anglophonesx99,start,1
737,biya,bleed,1
738,biya,cameroon,6
739,biya,continue,2
740,biya,make,1
741,bleed,crisis,1
742,cameroon,anglophone,3
743,cameroon,cameroon,11
744,cameroon,crisis,1
745,continue,cameroon,1
746,continue,crisis,1
747,izobo,inequity,1
748,kill,crisis,1
749,killings,cameroon,2
750,killings,kill,1
751,make,account,1
752,mary,cameroon,1
753,mary,izobo,1
754,mary,protect,1
755,mary,start,1
756,protect,term,2
757,rouse,anglophone,1
758,rouse,crisis,1
759,rouse,inequity,1
760,rouse,term,1
761,spend,term,1
762,start,anglophone,1
763,start,term,1
764,editorial,recognize,1
765,ehd,produce,2
766,ehd,recognize,4
767,meet,region,1
768,mnd,meet,1
769,mnd,reach,1
770,mnd,recognize,7
771,mnd,say,1
772,mndnwhich,recognize,1
773,nmost,organize,1
774,nmost,recognize,5
775,nmost,say,3
776,organize,state,1
777,produce,info,1
778,produce,organization,1
779,reach,organization,1
780,recognize,cameroon,3
781,recognize,crisis,1
782,recognize,dialogue,2
783,recognize,issue,5
784,recognize,organization,3
785,recognize,region,1
786,recognize,report,3
787,say,impact,2
788,say,info,1
789,say,issue,1
790,access,author,2
791,africa,cameroon,1
792,africa,crossrefn,2
793,africa,explain,1
794,bank,explain,1
795,cameroon,access,2
796,cameroon,cameroon,5
797,cameroon,conflict,2
798,cameroon,crossrefn,2
799,cameroon,explain,5
800,crossrefn,crisis,1
801,crossrefn,study,3
802,explain,author,1
803,explain,cameroon,1
804,explain,conflict,6
805,macmillan,retrieve,1
806,october,explain,1
807,retrieve,author,1
808,additional000,read,4
809,additional000,refer,3
810,additional000,result,3
811,additional000,say,1
812,describe,procedure,1
813,escalate,group,1
814,massacre,read,2
815,ocha,read,1
816,provide,centre,1
817,read,assistance,1
818,read,distribution,1
819,read,group,4
820,read,organisation,2
821,read,procedure,1
822,refer,assistance,1
823,refer,centre,1
824,refer,civilian,1
825,refer,fighter,1
826,refer,group,7
827,refer,organisation,1
828,result,assistance,1
829,result,group,2
830,result,organisation,1
831,say,assistance,2
832,un,read,2
833,un,refer,2
834,un,result,1
835,un,say,1
836,x99n,describe,1
837,x99n,escalate,1
838,x99n,provide,1
839,x99n,refer,7
840,ahidjo,devolve,1
841,ahidjo,take,1
842,approach,close,1
843,approach,continue,1
844,approach,focus,1
845,approach,investigate,1
846,approach,make,1
847,approach,need,4
848,approach,stalemate,1
849,approach,take,3
850,cameroon,close,3
851,cameroon,continue,1
852,cameroon,devolve,2
853,cameroon,focus,2
854,cameroon,make,1
855,cameroon,take,2
856,close,crisis,1
857,close,deficit,1
858,close,leader,1
859,close,yaound,1
860,continue,crisis,1
861,continue,grievance,1
862,devolve,deficit,1
863,devolve,grievance,1
864,devolve,leader,1
865,focus,governance,1
866,focus,grievance,1
867,focus,yaound,1
868,investigate,crisis,1
869,make,governance,1
870,make,grievance,1
871,need,crisis,1
872,need,deficit,2
873,need,leader,1
874,need,process,1
875,stalemate,leader,1
876,stalemate,process,1
877,states,need,1
878,states,stalemate,1
879,take,deficit,1
880,take,grievance,3
881,take,leader,2
882,amplify,crisis,1
883,amplify,region,1
884,eric,member,1
885,estimate,region,1
886,foumban,amplify,1
887,foumban,estimate,1
888,foumban,member,1
889,foumban,say,1
890,francis,amplify,1
891,francis,member,1
892,francis,say,1
893,francis,turn,3
894,member,affair,1
895,member,hostage,1
896,member,region,2
897,nchang,member,1
898,nchang,say,1
899,nchang,turn,5
900,say,crisis,1
901,say,hostage,1
902,say,region,1
903,turn,affair,1
904,turn,community,1
905,turn,crisis,3
906,turn,precedent,2
907,turn,region,1
