,src,dst,index
286,supply,nation,1
287,ambazonia,feel,2
288,feel,experience,2
289,destroy,people,1
290,do,ambazonia,1
291,god,destroy,1
292,god,do,1
293,god,lose,1
294,god,serve,1
295,lose,authority,1
296,serve,justice,1
297,determine,amp,1
298,know,amp,1
299,secblinken,t,1
300,tiborpnagyjr,determine,1
301,tiborpnagyjr,know,1
302,tiborpnagyjr,secblinken,1
303,ban,ambazonia,1
304,betibulu,leave,1
305,betibulu,wear,2
306,cpdm,ban,1
307,cpdm,understand,1
308,leave,turn,1
309,understand,ambazonia,1
310,wear,t,1
311,wear,turn,1
312,ambazonia,free,1
313,bishopnkia,stand,1
314,bishopnkia,stop,1
315,free,fon,1
316,stand,southerncameroon,1
317,stop,regime,1
318,cameroun,kill,2
319,kill,civilian,1
320,kill,dozen,1
321,ambazonia,confirm,1
322,ambazonia,continue,1
323,confirm,fine,3
324,continue,army,1
325,hurt,army,1
326,non,confirm,2
327,non,hurt,1
328,norwayun,see,3
329,see,ambazonia,1
330,see,cheek,2
331,give,60yrs,1
332,need,nation,1
333,need,people,1
334,ochacameroon,give,1
335,ochacameroon,need,2
336,arrest,cameroun,1
337,arrest,t,2
338,mundi,arrest,3
339,bishop,let,1
340,bishop,understand,1
341,let,reign,1
342,understand,reign,1
343,federation,start,2
344,start,independence,2
345,ambazonia,ask,1
346,ambazonia,tiborpnagyjr,1
347,ask,reading,1
348,tiborpnagyjr,cwjrobert,1
349,bekong,note,2
350,note,army,2
351,freeambazonia,stop,1
352,stop,genocideinsoutherncameroon,1
353,comptabilise,region,2
354,ou,comptabilise,2
355,get,headline,1
356,tiborpnagyjr,get,1
357,ambazonia,feel,1
358,bucha,feel,1
359,feel,experience,2
360,statedept,tv,2
361,ukinnigeria,statedept,2
362,back,member,1
363,lack,member,1
364,thank,thread,1
365,tomfowdy,back,1
366,tomfowdy,lack,1
367,tomfowdy,thank,1
368,somalia,turn,2
369,turn,issue,2
370,abdulkarimalisc,burn,1
371,abdulkarimalisc,see,1
372,burn,village,1
373,expect,t,1
374,see,t,1
375,un,expect,1
376,get,name,1
377,karem,get,1
378,karem,kill,1
379,kill,bamenda,1
380,biya,take,2
381,take,ambazonia,1
382,take,support,1
383,cameroun,say,1
384,cameroun,tiborpnagyjr,1
385,say,result,1
386,tiborpnagyjr,result,1
387,help,case,1
388,help,sponsor,1
389,take,case,2
390,un,take,1
391,usambun,help,2
392,usambun,take,1
393,eliesmith,fact,1
394,lecture,war,1
395,smith,eliesmith,1
396,smith,lecture,1
397,paulbiya,stooge,2
398,stooge,cwjrobert,1
399,stooge,prisoner,1
400,ignore,genocide,1
401,west,ignore,1
402,cameroonrepublic,fail,1
403,commonwealth,fail,1
404,fail,genocideinsoutherncameroon,2
405,quebecdakar,stop,1
406,stop,genocideinsoutherncameroon,1
407,defeat,ambazonia,1
408,statedept,ambazonia,3
409,terroristcameroun,defeat,1
410,terroristcameroun,statedept,3
411,belgium,make,1
412,belgium,shake,1
413,make,nation,1
414,shake,nation,1
415,kill,jaketapper,1
416,kill,t,1
417,prpaulbiya,kill,2
418,need,animal,1
419,un,need,1
420,imfnews,promise,1
421,imfnews,sing,1
422,imfnews,worldbank,1
423,promise,oblivion,1
424,sing,salary,1
425,worldbank,independence,1
426,ambazonia,declare,2
427,declare,video,2
428,leahhardingaje,thank,1
429,nigeria,thank,1
430,thank,freeambazonia,1
431,thank,sister,1
432,ignore,rwandasecond,2
433,uk,ignore,2
434,back,ngarbuh,1
435,cohenonafrica,back,1
436,cohenonafrica,massacre,2
437,massacre,massacre,1
438,massacre,ngarbuh,1
439,criminal,experience,1
440,experience,t,2
441,experience,treatment,1
442,free,experience,1
443,man,experience,1
444,ambazonia,occupy,1
445,ambazonia,represent,1
446,ambazonia,signify,1
447,occupy,territory,1
448,represent,emancipation,1
449,signify,territory,1
450,cameroun,exhibit,1
451,exhibit,ambazonia,1
452,benefit,ambazonia,1
453,canadafp,benefit,1
454,know,atrocity,1
455,neveragain,genocideinsoutherncameroon,1
456,un,know,1
457,un,neveragain,1
458,ambazonia,deter,1
459,buinwi,deter,2
460,buinwi,kill,1
461,deter,brother,2
462,deter,force,1
463,kill,force,1
464,bless,people,1
465,determine,justice,1
466,determine,people,1
467,god,bless,1
468,god,determine,2
469,france,know,3
470,france,may20th,1
471,know,admit,1
472,know,assimilation,1
473,know,southerncameroon,1
474,may20th,cameroonunification,1
475,mean,war,1
476,newswatchcmr,mean,1
477,cameroonrepublic,leave,1
478,cameroonrepublic,stop,3
479,leave,force,1
480,stop,force,1
481,stop,interest,2
482,cameroun,say,1
483,cameroun,ukraine,1
484,say,crime,2
485,talk,crime,1
486,ukraine,crime,1
487,west,say,1
488,west,talk,1
489,owe,punishment,1
490,owe,tribunal,1
491,paulbiya,owe,2
492,france,sponsor,1
493,sponsor,level,1
494,co,shock,1
495,france,leave,1
496,france,look,1
497,leave,ambazonia,1
498,leave,push,1
499,look,push,1
500,shock,ambazonia,1
501,spirit,leave,1
502,add,region,1
503,awe,region,1
504,emmanuelmacron,say,1
505,russia,add,1
506,say,ukraine,1
507,tell,people,1
508,tiborpnagyjr,awe,1
509,tiborpnagyjr,tell,1
510,cosxbpogwwa4,stop,1
511,stop,genocideinsoutherncameroon,1
512,trouble,genocideinsoutherncameroon,1
513,uk,trouble,1
514,ambazonia,appear,3
515,appear,enabler,3
516,equal,hope,1
517,lose,citizen,1
518,sustain,ability,1
519,sustain,citizen,1
520,terroristcameroun,equal,1
521,terroristcameroun,lose,1
522,terroristcameroun,sustain,2
523,protect,country,1
524,protect,problem,1
525,rob,problem,1
526,tigray,somalilandrecognition,1
527,westernsahara,protect,2
528,westernsahara,rob,1
529,westernsahara,tigray,1
530,french,get,1
531,french,kill,1
532,french,stop,1
533,get,other,1
534,kill,camp,1
535,stop,genocideinsoutherncameroon,1
536,france,suppose,1
537,fraucameroun,let,2
538,fraucameroun,remain,1
539,let,week,2
540,remain,week,1
541,suppose,week,1
542,amp,remember,3
543,remember,people,1
544,remember,sept,2
545,ambazonia,lie,1
546,ambazonia,survive,1
547,hang,makeambazoniagreatagain,2
548,iscariot,hang,2
549,lie,ambazonia,1
550,survive,ambazonia,1
551,arrest,adf,1
552,know,adf,1
553,know,injustice,2
554,mundi,arrest,1
555,mundi,know,3
556,freemazinnamdikanu,people,1
557,oduduwa,freemazinnamdikanu,1
558,africa,want,1
559,want,ambazonia,1
560,know,regard,1
561,markbareta,know,1
562,markbareta,need,1
563,markbareta,suffer,1
564,need,ground,1
565,suffer,listeners237,1
566,continue,t,1
567,potus,continue,1
568,potus,tiborpnagyjr,1
569,tiborpnagyjr,ukunnewyork,1
570,action237,tnguechi,1
571,tnguechi,atrocity,1
572,cameroun,let,1
573,cameroun,lie,2
574,let,truth,1
575,lie,lie,2
576,continue,interest,1
577,france,continue,1
578,france,see,1
579,see,houseofcommon,1
580,choayaba,judge,2
581,judge,life,1
582,judge,ostrich,1
583,africatechie,work,2
584,work,grave,1
585,work,reason,1
586,brusselsfreedommatch2022,freemazinnamdikanunow,1
587,brusselsfreedommatch2022,gather,1
588,freemazinnamdikanunow,t,1
589,gather,t,1
590,blaiseeyong,cameroon,1
591,cameroon,country,1
592,ambazonia,rape,1
593,rape,womensday2022,1
594,ambazonia,believe,2
595,ambazonia,let,1
596,believe,ambazonia,3
597,believe,peace,1
598,betiassomojoseph,believe,2
599,let,ambazonia,1
600,brussels,free,1
601,brussels,prove,2
602,free,point,1
603,prove,point,2
604,afcon,take,1
605,end,t,1
606,take,place,2
607,toture,end,1
608,toture,take,1
609,cameroun,think,1
610,think,people,1
611,need,recognition,1
612,pabiedu1,secblinken,1
613,recognize,recognition,1
614,secblinken,recognition,1
615,southerncameroons,need,1
616,southerncameroons,recognize,1
617,freed,crook,2
618,freed,slavery,2
619,nigeria,freed,4
620,ambazonia,let,2
621,ambazonia,report,1
622,let,target,2
623,report,crime,1
624,appear,ambazonia,1
625,honwirbajoseph,appear,1
626,ambazonia,decide,1
627,ambazonia,hear,1
628,ambazonia,take,1
629,biya,decide,1
630,biya,hear,1
631,biya,see,1
632,decide,horn,2
633,hear,horn,2
634,see,horn,1
635,take,horn,1
636,africarenewal,cameroon,1
637,cameroon,dialogue,1
638,cocha2itst1b,cwjrobert,1
639,prpaulbiya,cocha2itst1b,1
640,crisisgroup,force,1
641,crisisgroup,go,3
642,crisisgroup,report,1
643,force,wipe,1
644,go,wipe,3
645,report,wipe,1
646,cameroon,ambazonia,1
647,cameroon,government,1
648,shame,cameroon,2
649,brainwash,integrity,1
650,continue,integrity,1
651,continue,resource,1
652,happy,brainwash,1
653,happy,continue,2
654,condemn,ambazonia,1
655,francediploen,condemn,1
656,francediploen,let,1
657,let,ambazonia,1
658,choayaba,continue,2
659,choayaba,matter,1
660,choayaba,reproduce,1
661,continue,key,1
662,continue,meiosis,1
663,matter,key,1
664,reproduce,liberation,1
665,ambazonia,free,1
666,ambazonia,say,1
667,biya,say,1
668,free,master,1
669,say,cameroonian,2
670,sell,birth,1
671,suis,sell,1
672,campaign,e,1
673,english,campaign,1
674,english,raise,2
675,raise,awareness,1
676,raise,e,1
677,la,murder,2
678,murder,cameroun,3
679,ndialle,murder,1
680,arreymcntui,cameroon,2
681,cameroon,country,2
682,ambazonia,continue,4
683,ambazonia,free,1
684,continue,barrister,1
685,continue,mundi,1
686,continue,status,2
687,free,ambazonian,1
688,gizgmbh,want,1
689,leave,ambazonia,3
690,prpaulbiya,leave,1
691,reachoutreo,leave,2
692,want,ambazonia,1
693,carry,bir,1
694,tell,bir,2
695,tiborpnagyjr,carry,1
696,tiborpnagyjr,tell,2
697,ambazonia,rape,1
698,make,force,1
699,rape,force,1
700,senwarren,make,1
701,allow,country,1
702,allow,drunkard,1
703,ambazonia,allow,1
704,france,allow,1
705,gaetanntjam,cameroonian,1
706,lucxsam,gaetanntjam,1
707,lucxsam,take,1
708,take,task,1
709,atemoben,kill,1
710,atemoben,need,1
711,kill,idps,1
712,need,separation,1
713,ambazonia,s,1
714,s,bulletproof,1
715,cause,ambazonia,1
716,cause,tool,1
717,clergymen,cause,1
718,forget,ambazonia,1
719,god,cause,1
720,god,forget,1
721,ambazonia,continue,1
722,continue,truth,1
723,evilpact,truth,1
724,evilpact,war,1
725,face,truth,1
726,know,redhacredhac,1
727,ueaucameroun,evilpact,2
728,ueaucameroun,face,1
729,ueaucameroun,know,1
730,ambazonia,help,1
731,help,government,1
732,ambaboy,land,1
733,inform,land,2
734,mankon,inform,1
735,senateforeign,ambaboy,1
736,senateforeign,inform,1
737,ambush,colleague,1
738,commander,ambush,1
739,commander,express,1
740,express,colleague,1
741,cameroon,reject,1
742,cameroon,remember,1
743,reject,genocide,1
744,remember,ambazonia,2
745,speakerpelosi,remember,1
746,endmobilemoneytax,fact,1
747,endmobilemoneytax,mtnccare,1
748,fact,imposing,1
749,mtnccare,billyb2009,1
750,commonsleader,sell,1
751,sell,colony,1
752,cameroonrepublic,let,1
753,cameroonrepublic,stop,1
754,chrisguilhou,let,1
755,chrisguilhou,stop,1
756,chrisguilhou,take,1
757,let,note,2
758,stop,note,2
759,take,note,1
760,covg0virazf1,happen,1
761,covg0virazf1,sound,1
762,happen,account,1
763,sound,trumpet,1
764,do,genocideinsoutherncameroon,2
765,god,do,2
766,god,pay,1
767,god,stop,1
768,pay,genocideinsoutherncameroon,1
769,stop,genocideinsoutherncameroon,1
770,consider,cameroon,2
771,uk,consider,2
772,blaiseeyong,medium,1
773,france,blaiseeyong,1
774,france,hire,2
775,france,neglect,1
776,hire,genocideinsoutherncameroon,1
777,hire,medium,1
778,neglect,genocideinsoutherncameroon,1
779,declare,groundzero,1
780,diaspora,declare,1
781,diaspora,urge,1
782,urge,fort,1
783,know,cameroon,1
784,say,cameroon,2
785,shame,genocideinsoutherncameroon,1
786,thank,genocideinsoutherncameroon,1
787,un,know,1
788,un,say,2
789,un,shame,1
790,un,thank,1
791,end,endgenocideinsoutherncameroon,1
792,end,expression,2
793,playbook,end,1
794,rfien,end,2
795,canadafp,ignore,1
796,ignore,ambazonia,1
797,govt,initiate,2
798,initiate,combat,1
799,initiate,maxbone55,1
800,care,backyard,1
801,nkea45,care,1
802,adf,arrest,2
803,adf,prove,2
804,arrest,fighter,2
805,prove,fighter,1
806,prove,life,1
807,cwjroberts,stavykilo,1
808,cwjroberts,talk,1
809,stavykilo,threat,1
810,talk,threat,1
811,france,sponsor,1
812,sponsor,level,1
813,doorstep,let,2
814,doorstep,snatch,1
815,let,family,1
816,let,t,1
817,snatch,t,1
818,address,lie,1
819,france,address,1
820,france,know,2
821,know,genocideinsoutherncameroon,1
822,know,lie,1
823,look,cameroon,1
824,regrettable,look,1
825,forgive,civilian,2
826,russianembassy,forgive,2
827,mfarussia,rusembukraine,1
828,rusembukraine,ambazonia,1
829,blaiseeyong,stop,1
830,fraucameroun,stop,1
831,stop,genocideinsoutherncameroon,1
832,stop,thing,1
833,france,jdcfr,1
834,france,say,3
835,france,see,1
836,jdcfr,oumoud1,1
837,say,sovereignty,1
838,say,truth,2
839,see,stay,1
840,ignore,abuser,1
841,ignore,rwandasecond,1
842,uk,ignore,2
843,die,people,1
844,many,die,1
845,many,say,1
846,republic,say,1
847,say,people,3
848,stop,genocideinsoutherncameroon,1
849,un,say,1
850,un,stop,1
851,hrw,include,1
852,include,school,1
853,nato,secblinken,1
854,secblinken,respect,1
855,cameroonpm237,tonyrobbin,1
856,tonyrobbin,africatechie,1
857,ask,ambazonia,1
858,ask,separation,1
859,france,ask,2
860,france,kill,1
861,kill,idps,1
862,agbornkonghof,fight,1
863,agbornkonghof,remember,2
864,fight,group,1
865,remember,ambazonia,1
866,remember,group,1
867,cameroon,learn,1
868,learn,thing,1
869,blow,find,1
870,chrisguilhou,find,1
871,find,ambazonia,1
872,find,strategy,2
873,france,find,1
874,france,pay,1
875,pay,ambazonia,1
876,africa,see,1
877,amp,see,1
878,see,ambazonia,1
879,see,stopwesternaggression,1
880,continue,citizen,1
881,justiceforambazonia,continue,1
882,justiceforambazonia,tiborpnagyjr,1
883,tiborpnagyjr,citizen,1
884,actucameroun,brainwash,1
885,actucameroun,come,2
886,brainwash,ambazonia,1
887,come,ambazonia,3
888,france,come,1
889,capo4daniel,seem,2
890,seem,bohherbert,1
891,seem,choayaba,1
892,paulbiya,swear,1
893,swear,travesty,1
894,cameroon,sdo,1
895,free,cameroon,1
896,free,guarantee,1
897,free,kill,1
898,free,vomit,1
899,free,want,1
900,guarantee,sdo,1
901,kill,fight,1
902,vomit,sdo,1
903,want,sdo,1
904,ambazonia,rape,1
905,rape,t,1
906,abandon,ambazonia,1
907,appreciate,effort,1
908,paulbiya,abandon,1
909,paulbiya,appreciate,1
910,go,lot,1
911,speak,lot,1
912,yomiable,go,1
913,yomiable,speak,1
914,president,purpose,1
915,purpose,desire,1
916,purpose,freesoutherncameroon,1
917,unhrc,purpose,1
918,allow,joy,1
919,allow,zone,2
920,cameroon,allow,3
921,cameroon,wage,1
922,wage,territory,1
923,injustice,say,4
924,say,injustice,2
925,say,ukraine,2
926,france,pay,1
927,france,save,1
928,pay,evil,1
929,save,evil,1
930,agovc,ambazonia,1
931,ayamba,ambazonia,1
932,larry,agovc,1
933,larry,ayamba,1
934,larry,like,2
935,larry,live,1
936,larry,read,1
937,like,ambazonia,2
938,live,belgium,1
939,read,ambazonia,1
940,claudiawebbe,run,1
941,run,amp,1
942,france,go,1
943,france,tell,1
944,france,use,2
945,go,cameroonian,1
946,tell,belly,1
947,use,cameroonian,2
948,au,stand,3
949,eu,know,1
950,france,leave,1
951,know,truth,1
952,leave,ambazonia,1
953,leave,people,1
954,stand,people,2
955,stand,truth,1
956,un,leave,1
957,exist,body,1
958,fly,worldflags7,1
959,secblinken,people,1
960,tiborpnagyjr,exist,1
961,tiborpnagyjr,fly,1
962,tiborpnagyjr,secblinken,1
963,await,genocide,3
964,commonwealth,await,3
965,africa,forget,1
966,follow,ground,1
967,forget,ground,1
968,recognition,follow,1
969,ambazonia,recognize,1
970,recognize,nation,1
971,secblinken,nation,1
972,tiborpnagyjr,secblinken,1
973,capo4daniel,expose,1
974,expose,ilariallegro,1
975,china,refuse,1
976,refuse,refuse,3
977,refuse,state,4
978,consider,southerncameroon,3
979,georgegalloway,consider,3
980,invade,area,2
981,la,invade,2
982,stop,racism,1
983,un,stop,1
984,abakwaboy,reminder,2
985,ambazonia,abakwaboy,2
986,answer,horn,1
987,begin,forgiveness,1
988,begin,horn,1
989,enable,genocideinsoutherncameroon,1
990,france,begin,2
991,france,enable,1
992,france,take,1
993,god,answer,1
994,take,horn,1
995,ambassador,ukrainerussianwar,1
996,ukrainerussianwar,architect,1
997,affirm,t,1
998,leave,t,1
999,leave,territory,1
1000,lose,ambazonia,1
1001,unhrc,affirm,1
1002,unhrc,leave,2
1003,unhrc,lose,1
1004,france,leak,1
1005,france,make,1
1006,leak,t,1
1007,make,ambazonia,1
1008,come,ambazonia,1
1009,france,run,1
1010,loo,come,1
1011,run,ambazonia,1
1012,recognition,restore,1
1013,restore,imminent,1
1014,amp,see,2
1015,see,frenchcameroun,1
1016,see,genocideinukraine,1
1017,brussels,free,2
1018,free,freedom,2
1019,ambazonia,get,3
1020,ambazonia,murder,1
1021,ambazonia,set,1
1022,ambazonia,whatthewomensay,1
1023,get,cameroon,1
1024,get,justice,2
1025,murder,village,1
1026,set,manipulation,1
1027,whatthewomensay,manipulation,1
1028,coalitionfdn,tribunal,1
1029,kiloyaah,coalitionfdn,1
1030,harbor,cricket,1
1031,releasethem,harbor,1
1032,beti,curdle,1
1033,beti,go,1
1034,chrisdennysuk,talk,1
1035,curdle,monster,1
1036,go,militia,1
1037,talk,military,1
1038,emmanuelmacron,remind,2
1039,remind,ambazonia,1
1040,remind,country,1
1041,choose,cameroon,1
1042,choose,description,1
1043,choose,thing,1
1044,sign,thing,3
1045,ukincameroon,choose,3
1046,ukincameroon,sign,3
1047,france,kill,2
1048,kill,noise,2
1049,ambazonia,collect,1
1050,ambazonia,kill,1
1051,ambazonia,need,1
1052,collect,soldier,1
1053,kill,extortion,1
1054,need,soldier,1
1055,edukmedia,kill,2
1056,edukmedia,stop,1
1057,kill,ambazonian,2
1058,stop,ambazonian,1
1059,ambazonia,senatorleahy,1
1060,senatorleahy,regime,1
1061,continue,t,2
1062,leave,t,2
1063,statedept,t,1
1064,terroristcameroun,continue,2
1065,terroristcameroun,leave,2
1066,terroristcameroun,statedept,1
1067,reach,ambazonian,1
1068,tiborpnagyjr,reach,1
1069,tiborpnagyjr,understand,1
1070,understand,ambazonian,1
1071,bamenda,go,1
1072,bamenda,want,2
1073,go,collaborationandunity,1
1074,want,collaborationandunity,1
1075,want,guy,1
1076,celebrate,frenchgov,1
1077,october,celebrate,1
1078,adhere,t,1
1079,ambazonia,adhere,1
1080,ambazonia,secblinken,1
1081,secblinken,t,1
1082,ambazonia,go,1
1083,ambazonia,hear,1
1084,evil,hear,1
1085,go,abundance,1
1086,hear,abundance,2
1087,ambazonia,ambazonia,5
1088,go,status,1
1089,lrc,ambazonia,1
1090,lrc,go,1
1091,apologize,ambazonia,1
1092,apologize,t,1
1093,duo,apologize,1
1094,duo,say,1
1095,duo,wait,1
1096,rwanda,apologize,1
1097,say,t,1
1098,wait,t,1
1099,ambazonia,statedept,3
1100,statedept,20th,1
1101,statedept,status,2
1102,stand,architect,1
1103,stand,southerncameroon,1
1104,stand,tigraygenocideandfamine,1
1105,tiborpnagyjr,stand,3
1106,fight,bamenda,1
1107,fight,table,1
1108,remain,ambazonia,1
1109,remain,bamenda,1
1110,taphisonline,fight,2
1111,taphisonline,remain,2
1112,ask,ambazonia,1
1113,ask,separation,1
1114,france,ask,2
1115,france,kill,1
1116,kill,idps,1
1117,ambazonia,want,1
1118,want,joke,1
1119,asongdr,kill,1
1120,diaspora,mourn,1
1121,kill,care,1
1122,mourn,care,1
1123,advise,cameroon,1
1124,france,advise,1
1125,leave,ambazonia,1
1126,reject,paubiya,1
1127,vp,leave,1
1128,vp,reject,1
1129,ambazonia,support,1
1130,ambazonia,tigray,1
1131,support,biafra,1
1132,tigray,biafra,1
1133,begin,move,2
1134,pvandammeeu,begin,2
1135,pvandammeeu,swissambyaounde,1
1136,swissambyaounde,flag,1
1137,ambazonia,liberate,1
1138,leave,sack,1
1139,liberate,sack,1
1140,terrorists,leave,1
1141,forget,hope,1
1142,god,forget,1
1143,god,thank,1
1144,god,wish,1
1145,thank,hope,1
1146,wish,hope,1
1147,akeremuna,fail,1
1148,fail,country,1
1149,care,regime,2
1150,care,village,1
1151,unpga,care,3
1152,believe,thug,1
1153,cameroonian,know,1
1154,emmanuelmacron,believe,1
1155,know,thug,1
1156,au,transform,2
1157,transform,ambazonia,1
1158,transform,humankind,1
1159,ambazonia,speak,1
1160,province,speak,2
1161,province,stop,1
1162,speak,leader,2
1163,speak,southerncameroonian,1
1164,stop,leader,1
1165,advise,t,1
1166,michailantonio,ambazonia,1
1167,perpetrate,ambazonia,1
