,src,dst,index
1026,continue,httpst,1
1027,keeping,update,1
1028,update,httpst,1
1029,ambazonia,fabricate,1
1030,ambazonia,form,1
1031,ambazonia,realdonaldtrump,1
1032,fabricate,httpst,1
1033,form,biafran,1
1034,realdonaldtrump,httpst,1
1035,africanunion,antonioguterre,1
1036,antonioguterre,freesoutherncameroon,1
1037,catch,bamenda,1
1038,ouala,catch,1
1039,antonioguterre,restorationnow,1
1040,kill,civilian,1
1041,unsc,antonioguterre,1
1042,unsc,kill,1
1043,aminajmohamme,thousand,1
1044,un,aminajmohamme,1
1045,fix,httpst,2
1046,un,fix,2
1047,bbcbreake,freesoutherncameroon,1
1048,cnnbrk,bbcbreake,1
1049,do,httpst,1
1050,god,do,1
1051,god,help,1
1052,help,httpst,1
1053,add,world,1
1054,ls,add,1
1055,catch,sir,1
1056,endeley,catch,1
1057,endeley,say,1
1058,say,sir,1
1059,africans,freeallareste,1
1060,africans,suffrer,1
1061,freeallareste,httpst,1
1062,suffrer,httpst,1
1063,bringbackourinternet,releaseallareste,1
1064,releaseallareste,httpst,1
1065,africatechie,free,1
1066,africatechie,take,1
1067,free,war,1
1068,take,war,1
1069,france,kill,2
1070,kill,httpst,2
1071,cafonline,take,1
1072,take,freesoutherncameroon,1
1073,antonioguterre,freesoutherncameroon,1
1074,genocide,antonioguterre,1
1075,cnn,unocanew,1
1076,unocanew,httpst,1
1077,donkantona,keep,2
1078,keep,freesoutherncameroon,2
1079,army,kidnap,1
1080,kidnap,httpst,1
1081,freeallarreste,freesoutherncameroon,1
1082,unhumanrights,freeallarreste,1
1083,bringbackourinternet,cry,1
1084,cry,snowden,1
1085,freeallarreste,httpst,1
1086,vp,freeallarreste,1
1087,freeallarreste,freeayah,1
1088,freenkongho,freeallarreste,1
1089,ampdisorder,realdonaldtrump,1
1090,realdonaldtrump,antonioguterre,1
1091,freeallarreste,britishparliaman,1
1092,uscongress,freeallarreste,1
1093,paulbiya,protect,1
1094,protect,terrorist,1
1095,declare,acce,1
1096,un,declare,1
1097,un,violate,1
1098,violate,freesoutherncameroon,1
1099,france,want,2
1100,want,resource,1
1101,want,southerncameroonian,1
1102,bringbackourinternet,freeallarreste,1
1103,bringbackourinternet,hank,1
1104,freeallarreste,httpst,1
1105,hank,nchrf,1
1106,follow,freesoutherncameroon,1
1107,mbarakanamozo,follow,1
1108,hare,love,1
1109,love,lexremi,1
1110,di,freeallarreste,1
1111,di,give,2
1112,freeallarreste,attack,1
1113,give,attack,2
1114,repkarenbass,stop,1
1115,stop,thank,1
1116,mahernasserun,take,2
1117,take,freesoutherncameroon,1
1118,take,people,1
1119,biya,happen,2
1120,biya,take,1
1121,happen,community,2
1122,take,community,1
1123,cameroon,lend,1
1124,lend,httpst,1
1125,bringbackoutinternet,help,1
1126,help,freesoutherncameroon,1
1127,aminajmohamme,country,1
1128,cnni,aminajmohamme,1
1129,council,say,2
1130,say,httpst,1
1131,say,restorationnow,1
1132,expect,dictator,1
1133,intercongeneva,expect,1
1134,go,biya,1
1135,prpaulbiya,go,1
1136,prpaulbiya,realdonaldtrump,1
1137,realdonaldtrump,biya,1
1138,recognize,httpst,1
1139,un,recognize,1
1140,bringbackourinternet,freeallarreste,1
1141,freeallarreste,freesoutherncameroon,1
1142,ambazonia,freeallarreste,1
1143,choayaba,southerncameroon,1
1144,freeallarreste,southerncameroon,1
1145,sisikuayuktabe,choayaba,1
1146,handsoffourchurche,httpst,1
1147,pontifex,handsoffourchurche,1
1148,calme,paye,1
1149,paye,httpst,1
1150,face,see,2
1151,grow,person,2
1152,hen,grow,2
1153,see,person,1
1154,see,room,1
1155,antonioguterre,freesoutherncameroon,1
1156,resolution1608,antonioguterre,1
1157,freeallarreste,people,1
1158,paulbiya,freeallarreste,1
1159,paulbiya,take,1
1160,take,hostage,1
1161,electorate,power,1
1162,jakiri,electorate,1
1163,jakiri,listen,2
1164,listen,httpst,1
1165,listen,parliament,1
1166,ask,freesoutherncameroon,1
1167,cnni,ask,1
1168,aminajmohamme,independence,1
1169,fix,thing,1
1170,kofiannan,aminajmohamme,1
1171,kofiannan,fix,1
1172,force,b4,1
1173,imagine,b4,1
1174,imagine,class,1
1175,imagine,force,1
1176,imagine,imagine,2
1177,kahwalla,show,1
1178,show,crying,1
1179,bringbackourinternet,freeallarreste,1
1180,freeallarreste,freesoutherncameroon,1
1181,believe,httpst,1
1182,bringbackourinternet,believe,1
1183,freeallarreste,httpst,1
1184,vp,freeallarreste,1
1185,ambazonia,freeallarreste,1
1186,freeallarreste,httpst,1
1187,ajenglish,httpst,1
1188,cnnafrica,ajenglish,1
1189,mbarakanamozo,read,1
1190,read,freesoutherncameroon,1
1191,advise,freesoutherncameroon,1
1192,advise,peace,1
1193,angry,freesoutherncameroon,1
1194,annan,advise,1
1195,kofiannan,advise,1
1196,kofiannan,angry,1
1197,enter,phase,1
1198,prpaulbiya,enter,1
1199,prpaulbiya,withdraw,1
1200,withdraw,httpst,1
1201,stop,dictator,1
1202,un,stop,1
1203,bringbackourinternet,freeallarreste,1
1204,freeallarreste,httpst,1
1205,call,liberate,1
1206,call,take,1
1207,liberate,cameroon,1
1208,take,parktown,1
1209,faonews,wfp,1
1210,wfp,refugee,1
1211,ay292,jail,1
1212,nikkihaley,ay292,1
1213,demiitarize,freesoutherncameroon,1
1214,restorationnow,demiitarize,1
1215,come,freesoutherncameroon,1
1216,mbarakanamozo,come,1
1217,ambazonia,free,1
1218,ambazonia,stop,2
1219,free,ambazonian,1
1220,stop,ambazonian,1
1221,stop,parliament,1
1222,ebenezerbaa,freeallareste,1
1223,freeallareste,freesoutherncameroon,1
1224,address,httpst,2
1225,rm,address,2
1226,antonioguterre,freesoutherncameroon,1
1227,unspokesperson,antonioguterre,1
1228,die,innercitypress,1
1229,indpndnce,die,1
1230,clown,take,1
1231,clown,want,1
1232,take,side,1
1233,want,httpst,1
1234,implement,point,1
1235,un,implement,1
1236,bringbackourinternet,freeallarreste,1
1237,freeallarreste,httpst,1
1238,bbcworld,freeallarreste,1
1239,freeallarreste,freesoutherncameroon,1
1240,give,crisis,1
1241,prpaulbiya,give,1
1242,get,httpst,1
1243,itbmincom,get,1
1244,antonioguterre,httpst,1
1245,cnnafrica,antonioguterre,1
1246,bbc,tell,1
1247,tell,httpst,1
1248,adenobert,lose,1
1249,lose,freesoutherncameroon,1
1250,antonioguterre,crisis,1
1251,freeallarreste,crisis,1
1252,hy,antonioguterre,1
1253,hy,freeallarreste,1
1254,cameroon,propose,1
1255,cameroon,say,1
1256,freeallarreste,httpst,1
1257,freemancho,freeallarreste,1
1258,propose,httpst,1
1259,say,httpst,1
1260,emmanuelmacron,paulkagame,1
1261,paulkagame,httpst,1
1262,freenkongho,let,2
1263,freenkongho,make,1
1264,let,tweet,2
1265,make,tweet,1
1266,biya,restore,1
1267,restore,httpst,1
1268,restorationnow,httpst,1
1269,southerncameroons,restorationnow,1
1270,southerncameroons,transfer,1
1271,transfer,master,1
1272,bringbackourinternet,freeallarreste,1
1273,freeallarreste,httpst,1
1274,leave,annexation,1
1275,un,leave,1
1276,grant,independence,2
1277,un,grant,2
1278,breakingnew,httpst,1
1279,cnn,breakingnew,1
1280,doubt,cameroonian,1
1281,doubt,reason,1
1282,freeallarreste,cameroonian,1
1283,unspokesperson,doubt,2
1284,unspokesperson,freeallarreste,1
1285,aucdpa,httpst,1
1286,enemys,aucdpa,1
1287,enemys,say,2
1288,say,misunderstood,2
1289,e,know,1
1290,know,httpst,1
1291,bringbackourinternet,freeallarreste,1
1292,freeallarreste,httpst,1
1293,adeolafayehun,freeallarreste,1
1294,freeallarreste,freesoutherncameroon,1
1295,endorse,trusteeship,2
1296,un,endorse,2
1297,bless,freesoutherncameroon,1
1298,forewarn,freesoutherncameroon,1
1299,god,bless,1
1300,god,forewarn,1
1301,god,note,2
1302,note,freesoutherncameroon,2
1303,arrest,violence,1
1304,itbmincom,respect,1
1305,prpaulbiya,arrest,1
1306,respect,law,1
1307,militarize,ambazonia,1
1308,ou,militarize,1
1309,hank,freesoutherncameroon,1
1310,un,hank,1
1311,iamcarita,httpst,2
1312,sun,iamcarita,2
1313,forget,africanunion,1
1314,ont,forget,1
1315,freeallarreste,refugee,1
1316,un,freeallarreste,1
1317,need,freesoutherncameroon,1
1318,un,need,1
1319,ask,politic,2
1320,freeallarreste,freesoutherncameroon,1
1321,paulbiya,ask,1
1322,un,ask,1
1323,un,freeallarreste,1
1324,ambazonia,list,1
1325,list,agreement,1
1326,cameroun,hide,1
1327,hide,internet,1
1328,antonioguterre,brutality,1
1329,republique,brutality,1
1330,un,antonioguterre,1
1331,un,republique,1
1332,bbc,believe,2
1333,believe,httpst,1
1334,believe,machine,1
1335,condemn,sound,2
1336,crtvweb,condemn,2
1337,ambazonia,freeallarreste,1
1338,freeallarreste,sisikuayuktabe,1
1339,bringbackourinternet,continue,1
1340,continue,slaughter,1
1341,freeallarreste,freesoutherncameroon,1
1342,freendango,freeallarreste,1
1343,ambazonia,reject,2
1344,reject,surveillance,1
1345,reject,use,1
1346,draw,school,2
1347,irinabokova,draw,2
1348,bbcafrica,need,1
1349,need,httpst,1
1350,do,right,2
1351,republic,do,2
1352,republic,speak,1
1353,republic,visit,1
1354,speak,right,1
1355,visit,statue,1
1356,respond,httpst,1
1357,un,respond,1
1358,ameroon,fail,1
1359,fail,freesoutherncameroon,1
1360,etaine,journalism,1
1361,go,cameroon,1
1362,go,httpst,1
1363,nganang,etaine,1
1364,nganang,go,2
1365,bring,httpst,1
1366,paulbiya,bring,1
1367,kill,freesoutherncameroon,1
1368,stil,kill,1
1369,atlast,say,1
1370,bringbackourinternet,handsoffourchurche,1
1371,handsoffourchurche,bringbackourleader,1
1372,say,bringbackourleader,1
1373,theeconomist,washtime,1
1374,washtime,freesoutherncameroon,1
1375,know,ambazonia,1
1376,wish,know,1
1377,maintain,e,1
1378,un,maintain,1
1379,un,want,1
1380,want,httpst,1
1381,help,cameroon,1
1382,kill,cameroon,1
1383,prpaulbiya,help,1
1384,prpaulbiya,kill,1
1385,commonwealth,pride,1
1386,pride,visit,1
1387,ambazonia,stand,1
1388,stand,unity,1
1389,ban,httpst,1
1390,reject,ban,1
1391,exist,scs,2
1392,grant,scs,1
1393,un,exist,2
1394,un,grant,1
1395,civilians,release,1
1396,release,bringbackourinternet,1
1397,nforeugene,protestify,1
1398,protestify,freesoutherncameroon,1
1399,pontifex,tell,1
1400,shld,tell,1
1401,tell,freesoutherncameroon,2
1402,biya,stop,1
1403,stop,cameroon,1
1404,equip,httpst,1
1405,paulbiya,equip,1
1406,freenkongho,protestify,1
1407,protestify,freesoutherncameroon,1
1408,freeallarreste,httpst,1
1409,unhumanrights,freeallarreste,1
1410,delay,httpst,1
1411,ustice,delay,1
1412,freeallarreste,bringbackourinternet,1
1413,prpaulbiya,freeallarreste,1
1414,feel,freesoutherncameroon,1
1415,guess,humanity,1
1416,itbmincom,feel,1
1417,itbmincom,guess,1
1418,cameroon,realize,2
1419,cameroon,strugglecontinue,1
1420,realize,ambazonia,2
1421,strugglecontinue,ambazonia,1
1422,bringbackourinternet,freeallarreste,2
1423,freeallarreste,httpst,2
1424,save,life,1
1425,unmas,save,1
1426,address,freesoutherncameroon,1
1427,fifacom,address,1
1428,bringbackourinternet,freeallarreste,1
1429,freeallarreste,httpst,1
1430,antonioguterre,httpst,1
1431,nikkihaley,antonioguterre,1
1432,come,ambazonia,1
1433,hope,come,1
1434,jimyongkim,save,1
1435,save,ambazonia,1
1436,kill,1000,1
1437,need,bokoharam,1
1438,usa,kill,1
1439,usa,need,1
1440,e,remain,1
1441,remain,world,1
1442,cameroun,want,1
1443,want,treaty,1
1444,block,people,1
1445,militarize,httpst,1
1446,town,block,1
1447,town,militarize,1
1448,la,lie,1
1449,lie,httpst,1
1450,boycott,lie,1
1451,french,boycott,1
1452,antonioguterre,freesoutherncameroon,1
1453,pontifex,antonioguterre,1
1454,freeallareste,freesoutherncameroon,1
1455,mbarakanamozo,freeallareste,1
1456,un,unite4heritage,1
1457,unite4heritage,paulbyia,1
1458,4gette,uve,1
1459,prpaulbiya,4gette,1
1460,cnnbrk,germanyun,1
1461,germanyun,antonioguterre,1
1462,camanpour,freeallarreste,1
1463,freeallarreste,antonioguterre,1
1464,dictateur,francediplo,1
1465,francediplo,cameroun,1
1466,freeallarreste,cameroun,1
1467,rwanda,freeallarreste,1
1468,freeallarreste,freesoutherncameroon,1
1469,smithjeffreyt,freeallarreste,1
1470,put,freesoutherncameroon,2
1471,shame,put,2
1472,injustice,prove,1
1473,prove,freesoutherncameroon,1
1474,add,httpst,1
1475,ls,add,1
1476,antonioguterre,httpst,1
1477,un,antonioguterre,1
1478,ambazonia,freeallarreste,1
1479,freeallarreste,httpst,1
1480,freeallarreste,bringbackourinternet,1
1481,tylerperry,freeallarreste,1
1482,glorify,hunter,1
1483,mlpofficiel,glorify,1
1484,bringbackourinternet,need,1
1485,need,cameroon,1
1486,ambazonia,stand,1
1487,stand,httpst,1
1488,take,path,1
1489,unga722017,take,1
1490,cnnafrica,need,1
1491,need,freesoutherncameroon,1
1492,act,crisis,1
1493,act,stake,1
1494,inform,crisis,1
1495,intlcrimcourt,act,2
1496,intlcrimcourt,inform,1
1497,france,impose,1
1498,france,indebtimpoverishenslave,1
1499,impose,tax,1
1500,indebtimpoverishenslave,tool,1
1501,boycott,innercitypress,1
1502,unga,boycott,1
1503,carry,httpst,1
1504,generalelokobi,carry,1
1505,kill,civilian,1
1506,un,kill,1
1507,aucdpa,unhumanright,1
1508,undpa,aucdpa,1
1509,bringbackourinternet,freeallarreste,2
1510,freeallarreste,cameroon,2
1511,intensify,prophet,1
1512,scoantbjoshua,intensify,1
1513,britain,look,1
1514,britain,rectify,1
1515,look,warrant,1
1516,rectify,southerncameroon,1
1517,ropangada,subscribe,2
1518,subscribe,httpst,2
1519,channel4news,send,1
1520,send,freesoutherncameroon,1
1521,knw,want,1
1522,want,httpst,1
1523,add,httpst,1
1524,ls,add,1
1525,hose,make,1
1526,make,httpst,1
1527,freeallarreste,freesoutherncameroon,1
1528,nadine,freeallarreste,1
1529,coazmrzigxhg,hit,1
1530,coazmrzigxhg,learn,1
1531,hit,httpst,1
1532,learn,httpst,1
1533,milla,speak,1
1534,speak,httpst,1
1535,cameroun,freeallarreste,1
1536,freeallarreste,httpst,1
1537,conclave,httpst,1
1538,conclave,people,1
1539,post,conclave,2
1540,antonioguterres,freeallarreste,1
1541,freeallarreste,httpst,1
1542,help,httpst,1
1543,keepiton,help,1
1544,flee,truth,1
1545,wirba,flee,1
1546,france24,stopthegenocide,1
1547,stopthegenocide,httpst,1
1548,foncha,freeallarreste,1
1549,foncha,take,1
1550,freeallarreste,httpst,1
1551,take,power,1
1552,africa,take,1
1553,take,freesoutherncameroon,1
1554,e,want,1
1555,want,freesoutherncameroon,1
1556,appoint,httpst,1
1557,onsensewho,appoint,1
